"","Filename","Frame","Time..HMS.","Period","Period.time..HMS.","Length..mm.","Precision..mm.","RMS..mm.","Range..mm.","Direction..deg.","Horz..Dir...deg.","Vert..Dir...deg.","Mid.X..mm.","Mid.Y..mm.","Mid.Z..mm.","OpCode","TapeReader","Depth","Comment","Year","Dive","Transect.Number","Dive.Type","X","X.1","X.2","X.3","Family","Genus","Species","Code","Number","Stage","Activity","Check.ID","Comment.1","Event.Time.HH.MM.SS"
"307","SL_2022_CSEO_Dive_06_08-22-23.000.avi",9419,"8:31:11",NA,NA,549.206,106.629,4.918,5748.753,14.898,27.095,0.087,632.767,1335.712,-5555.505,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,5,"AD","Fish milling/hovering",NA,"",NA
"308","SL_2022_CSEO_Dive_06_08-22-23.000.avi",9419,"8:31:11",NA,NA,NA,30.575,0.933,3699.737,23.193,NA,NA,-1440.109,208.211,-3401.586,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,"","",NA,"",NA
"309","SL_2022_CSEO_Dive_06_08-22-23.000.avi",11088,"8:32:07",NA,NA,NA,45.649,0.408,4544.482,32.13,NA,NA,2168.369,1052.198,-3852.709,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,6,"","",NA,"",NA
"310","SL_2022_CSEO_Dive_06_08-22-23.000.avi",22996,"8:38:44",NA,NA,NA,60.363,2.738,5305.68,22.789,NA,NA,-78.031,2033.976,-4899.703,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,7,"","",NA,"",NA
"311","SL_2022_CSEO_Dive_06_08-22-23.000.avi",23642,"8:39:05",NA,NA,NA,24.682,1.044,3327.52,15.586,NA,NA,-816.721,350.9,-3206.591,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,8,"","",NA,"",NA
"312","SL_2022_CSEO_Dive_06_08-22-23.000.avi",24749,"8:39:42",NA,NA,NA,16.68,0.243,2814.373,31.329,NA,NA,1435.437,274.834,-2405.136,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,9,"","",NA,"",NA
"313","SL_2022_CSEO_Dive_06_08-22-23.000.avi",24820,"8:39:44",NA,NA,NA,13.814,1.63,2555.393,11.574,NA,NA,505.723,-94.271,-2503.076,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,10,"","",NA,"",NA
"314","SL_2022_CSEO_Dive_06_08-22-23.000.avi",26316,"8:40:34",NA,NA,NA,30.581,1.607,3597.001,23.458,NA,NA,1201.45,765.804,-3302.798,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,11,"","",NA,"",NA
"315","SL_2022_CSEO_Dive_06_08-22-23.000.avi",29621,"8:42:24",NA,NA,NA,37.948,1.044,4042.313,18.676,NA,NA,-873.81,939.631,-3833.255,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,12,"","",NA,"",NA
"316","SL_2022_CSEO_Dive_06_08-22-23.000.avi",32713,"8:44:07",NA,NA,NA,28.606,0.693,3606.837,28.716,NA,NA,-1702.613,310.165,-3164.519,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,13,"SU","Fish resting on bottom",NA,"NO LENGTH - wrong angle",NA
"317","SL_2022_CSEO_Dive_06_08-22-23.000.avi",33418,"8:44:31",NA,NA,NA,42.323,2.037,4244.82,24.777,NA,NA,1562.827,834.436,-3857.432,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,"","",NA,"",NA
"318","SL_2022_CSEO_Dive_06_08-22-23.000.avi",38809,"8:47:31",NA,NA,NA,54.516,4.603,4860.138,30.332,NA,NA,-2150.346,1166.458,-4199.563,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,15,"","",NA,"",NA
"319","SL_2022_CSEO_Dive_06_08-22-23.000.avi",44618,"8:50:44",NA,NA,NA,19.654,0.222,3080.726,30.735,NA,NA,-1574.014,27.515,-2648.13,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,16,"","",NA,"",NA
"320","SL_2022_CSEO_Dive_06_08-22-23.000.avi",46118,"8:51:34",NA,NA,NA,17.685,1.01,2974.401,6.57,NA,NA,-240.818,228.655,-2955.805,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,17,"","",NA,"",NA
"321","SL_2022_CSEO_Dive_06_08-22-23.000.avi",47033,"8:52:05",NA,NA,NA,54.597,1.975,5054.255,14.252,NA,NA,340.852,1177.06,-4903.452,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,18,"","",NA,"",NA
"322","SL_2022_CSEO_Dive_06_08-22-23.000.avi",48344,"8:52:48",NA,NA,NA,17.265,1.186,2908.532,8.711,NA,NA,163.23,397.644,-2876.594,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,19,"","",NA,"",NA
"323","SL_2022_CSEO_Dive_06_08-22-23.000.avi",48759,"8:53:02",NA,NA,NA,41.33,0.272,4422.13,34.65,NA,NA,2220.298,1165.19,-3642.505,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,20,"","",NA,"",NA
"324","SL_2022_CSEO_Dive_06_08-22-23.000.avi",48936,"8:53:08",NA,NA,NA,49.022,0.174,4701.959,30.933,NA,NA,-2286.574,767.099,-4036.28,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,21,"","",NA,"",NA
"325","SL_2022_CSEO_Dive_06_08-22-23.000.avi",51284,"8:54:26",NA,NA,205.238,30.627,2.305,4151.993,15.531,13.613,10.548,-423.388,1027.958,-4000.387,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,22,"JV","Fish milling/hovering",NA,"",NA
"326","SL_2022_CSEO_Dive_06_08-22-23.000.avi",51398,"8:54:30",NA,NA,NA,21.507,0.696,3201.311,10.039,NA,NA,464.094,297.229,-3153.516,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","tiger",148,148,23,"","",NA,"",NA
"327","SL_2022_CSEO_Dive_06_08-22-23.000.avi",51760,"8:54:42",NA,NA,NA,6.12,1.607,1615.318,27.605,NA,NA,-685.036,-307.312,-1430.223,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"octopus","octopus",870,870,24,"","",NA,"Large swimming octopus",NA
"328","SL_2022_CSEO_Dive_06_08-22-23.000.avi",53118,"8:55:28",NA,NA,NA,20.05,2.369,2993.176,15.6,NA,NA,-724.799,338.548,-2884.295,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,25,"","",NA,"",NA
"329","SL_2022_CSEO_Dive_06_08-22-23.000.avi",55546,"8:56:49",NA,NA,NA,22.47,0.714,3181.967,14.115,NA,NA,-639.374,427.376,-3087.63,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,26,"","",NA,"",NA
"330","SL_2022_CSEO_Dive_06_08-22-23.000.avi",57647,"8:57:59",NA,NA,NA,20.211,0.777,3114.053,11.315,NA,NA,155.31,578.697,-3055.866,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,27,"","",NA,"",NA
"331","SL_2022_CSEO_Dive_06_08-22-23.000.avi",59559,"8:59:02",NA,NA,NA,24.424,0.004,3341.813,15.836,NA,NA,281.374,854.549,-3218.429,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,28,"","",NA,"",NA
"332","SL_2022_CSEO_Dive_06_08-22-23.000.avi",61001,"8:59:50",NA,NA,NA,8.063,1.927,1870.667,24.468,NA,NA,-753.774,-186.038,-1701.943,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,29,"","",NA,"",NA
"333","SL_2022_CSEO_Dive_06_08-22-23.000.avi",63111,"9:01:01",NA,NA,NA,8.892,1.408,2053.275,10.056,NA,NA,333.237,124.186,-2022.244,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"halibut","halibut",200,200,30,"","",NA,"",NA
"334","SL_2022_CSEO_Dive_06_08-22-23.000.avi",73162,"9:06:36",NA,NA,478.165,41.912,2.594,2756.788,17.773,66.263,29.648,749.713,382.175,-2625.215,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"greenling","lingcod",130,130,31,"","",NA,"",NA
"335","SL_2022_CSEO_Dive_06_08-22-23.000.avi",74029,"9:07:05",NA,NA,NA,11.448,0.109,2339.349,30.589,NA,NA,-1190.094,20.864,-2013.9,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,32,"","",NA,"",NA
"336","SL_2022_CSEO_Dive_06_08-22-23.000.avi",74714,"9:07:27",NA,NA,NA,13.92,0.198,2481.538,15.481,NA,NA,-548.008,362.474,-2392.975,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,33,"","",NA,"",NA
"337","SL_2022_CSEO_Dive_06_08-22-23.000.avi",74714,"9:07:27",NA,NA,NA,69.231,3.251,5656.507,33.184,NA,NA,2789.37,1324.369,-4739.359,1,"KelliiWood",80,"N/A",2022,6,14,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,34,"","",NA,"",NA
"338","SL_2022_CSEO_Dive_07_09-45-45.000.avi",4911,"9:57:42",NA,NA,NA,37.04,0.665,4029.4,19.044,NA,NA,601.649,1153.797,-3813.507,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,"","",NA,"",NA
"339","SL_2022_CSEO_Dive_07_09-45-45.000.avi",11854,"10:01:33",NA,NA,NA,45.927,1.682,4482.083,17.149,NA,NA,-1089.984,730.162,-4285.775,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,"","",NA,"",NA
"340","SL_2022_CSEO_Dive_07_09-45-45.000.avi",14870,"10:03:14",NA,NA,NA,11.296,0.583,2255.773,17.553,NA,NA,-670.863,104.404,-2151.175,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,3,"","",NA,"",NA
"341","SL_2022_CSEO_Dive_07_09-45-45.000.avi",15249,"10:03:26",NA,NA,NA,30.02,0.496,3603.932,28.521,NA,NA,1533.43,768.243,-3169.656,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,"","",NA,"",NA
"342","SL_2022_CSEO_Dive_07_09-45-45.000.avi",17765,"10:04:50",NA,NA,NA,26.465,1.059,3563.208,13.93,NA,NA,15.214,843.822,-3461.818,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,"","",NA,"",NA
"343","SL_2022_CSEO_Dive_07_09-45-45.000.avi",19641,"10:05:53",NA,NA,452.381,56.806,2.021,5017.386,23.203,5.74,0.812,-1567.283,1204.695,-4611.561,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,6,"AD","Fish milling/hovering",NA,"",NA
"344","SL_2022_CSEO_Dive_07_09-45-45.000.avi",21326,"10:06:49",NA,NA,NA,8.697,1.228,2064.027,6.437,NA,NA,-133.893,-196.937,-2050.243,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,7,"JV","Fish seeking cover",NA,"NO LENGTH - hiding in rocks",NA
"345","SL_2022_CSEO_Dive_07_09-45-45.000.avi",23706,"10:08:08",NA,NA,NA,58.566,1.297,5199.329,15.898,NA,NA,-373.994,1354.221,-5005.92,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,8,"SU","Fish milling/hovering",NA,"NO LENGTH - facing ROV",NA
"346","SL_2022_CSEO_Dive_07_09-45-45.000.avi",24147,"10:08:23",NA,NA,NA,17.092,0.289,2854.735,30.039,NA,NA,-1428.687,21.365,-2471.418,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,9,"","",NA,"",NA
"347","SL_2022_CSEO_Dive_07_09-45-45.000.avi",25615,"10:09:12",NA,NA,NA,14.812,2.569,2694.002,10.041,NA,NA,-7.038,459.034,-2654.597,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,10,"","",NA,"",NA
"348","SL_2022_CSEO_Dive_07_09-45-45.000.avi",27711,"10:10:22",NA,NA,NA,47.177,2.059,4510.923,19.036,NA,NA,-888.803,1155.4,-4268.9,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,11,"","",NA,"",NA
"349","SL_2022_CSEO_Dive_07_09-45-45.000.avi",31120,"10:12:15",NA,NA,NA,21.584,0.529,3244.522,8.176,NA,NA,419.738,-204.479,-3210.752,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,12,"","",NA,"",NA
"350","SL_2022_CSEO_Dive_07_09-45-45.000.avi",31644,"10:12:33",NA,NA,NA,66.67,0.245,5371.186,18.582,NA,NA,-1434.384,913.478,-5094.874,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,13,"","",NA,"",NA
"351","SL_2022_CSEO_Dive_07_09-45-45.000.avi",33529,"10:13:36",NA,NA,NA,52.5,1.094,4744.451,24.549,NA,NA,-1820.871,737.646,-4318.579,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,"","",NA,"",NA
"352","SL_2022_CSEO_Dive_07_09-45-45.000.avi",33940,"10:13:49",NA,NA,NA,24.775,0.167,3415.163,29.219,NA,NA,-1665.683,-81.1,-2980.312,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,15,"","",NA,"",NA
"353","SL_2022_CSEO_Dive_07_09-45-45.000.avi",35614,"10:14:45",NA,NA,NA,31.128,1.379,3840.383,30.05,NA,NA,1904.467,253.601,-3325.242,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,16,"","",NA,"",NA
"354","SL_2022_CSEO_Dive_07_09-45-45.000.avi",36317,"10:15:09",NA,NA,NA,7.79,0.524,1958.47,6.761,NA,NA,-230.535,-11.229,-1944.822,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,17,"","",NA,"",NA
"355","SL_2022_CSEO_Dive_07_09-45-45.000.avi",37214,"10:15:38",NA,NA,NA,39.641,0.072,4276.152,31.236,NA,NA,-2145.217,546.802,-3658.487,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,18,"","",NA,"",NA
"356","SL_2022_CSEO_Dive_07_09-45-45.000.avi",42234,"10:18:26",NA,NA,NA,19.969,2.369,3092.573,10.1,NA,NA,492.876,214.062,-3045.531,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,19,"","",NA,"",NA
"357","SL_2022_CSEO_Dive_07_09-45-45.000.avi",43323,"10:19:02",NA,NA,NA,56.763,2.767,5031.419,16.83,NA,NA,1327.772,579.986,-4818.279,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,20,"","",NA,"",NA
"358","SL_2022_CSEO_Dive_07_09-45-45.000.avi",45286,"10:20:08",NA,NA,NA,23.347,0.204,3198.49,16.758,NA,NA,707.696,579.045,-3064.998,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,21,"","",NA,"",NA
"359","SL_2022_CSEO_Dive_07_09-45-45.000.avi",46062,"10:20:33",NA,NA,NA,43.555,0.573,4483.647,19.533,NA,NA,1496.457,72.352,-4225.928,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,22,"","",NA,"",NA
"360","SL_2022_CSEO_Dive_07_09-45-45.000.avi",46227,"10:20:39",NA,NA,NA,64.305,1.096,5673.985,8.606,NA,NA,829.986,156.626,-5610.766,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,23,"","",NA,"",NA
"361","SL_2022_CSEO_Dive_07_09-45-45.000.avi",48141,"10:21:43",NA,NA,NA,17.505,0.261,2872.723,12.732,NA,NA,-624.691,91.684,-2802.48,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"halibut","halibut",200,200,24,"","",NA,"NO LENGTH - wrong angle",NA
"362","SL_2022_CSEO_Dive_07_09-45-45.000.avi",48402,"10:21:51",NA,NA,340.986,16.79,0.897,1985.508,20.857,39.215,22.225,692.459,-142.189,-1855.404,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"halibut","halibut",200,200,25,"","",NA,"",NA
"363","SL_2022_CSEO_Dive_07_09-45-45.000.avi",48402,"10:21:51",NA,NA,NA,66.126,2.545,5387.201,17.509,NA,NA,-898.462,1328.378,-5142.967,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,26,"","",NA,"",NA
"364","SL_2022_CSEO_Dive_07_09-45-45.000.avi",49455,"10:22:26",NA,NA,NA,16.397,0.14,2691.471,23.616,NA,NA,1047.928,243.963,-2467.052,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,27,"","",NA,"",NA
"365","SL_2022_CSEO_Dive_07_09-45-45.000.avi",57202,"10:26:45",NA,NA,437.121,62.02,1.815,3396.938,20.537,59.62,22.765,-978.829,679.695,-3181.053,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,28,"AD","Fish milling/hovering",NA,"",NA
"366","SL_2022_CSEO_Dive_07_09-45-45.000.avi",58588,"10:27:31",NA,NA,NA,20.951,0.121,3094.945,19.798,NA,NA,1045.959,58.317,-2912.259,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,29,"","",NA,"",NA
"367","SL_2022_CSEO_Dive_07_09-45-45.000.avi",60206,"10:28:25",NA,NA,676.763,22.475,0.573,3076.548,16.683,13.696,1.041,-669.934,-575.566,-2947.042,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,30,"AD","Fish milling/hovering",NA,"Gravid female",NA
"368","SL_2022_CSEO_Dive_07_09-45-45.000.avi",62578,"10:29:44",NA,NA,NA,10.203,0.651,2117.964,17.701,NA,NA,-617.151,-192.031,-2016.934,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","greenstripe",135,135,31,"","",NA,"",NA
"369","SL_2022_CSEO_Dive_07_09-45-45.000.avi",65282,"10:31:14",NA,NA,NA,14.675,0.417,2698.13,7.038,NA,NA,273.717,174.706,-2678.519,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,32,"","",NA,"",NA
"370","SL_2022_CSEO_Dive_07_09-45-45.000.avi",66528,"10:31:56",NA,NA,NA,47.082,0.019,4721.771,16.463,NA,NA,92.066,1316.818,-4533.502,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,33,"","",NA,"",NA
"371","SL_2022_CSEO_Dive_07_09-45-45.000.avi",67043,"10:32:13",NA,NA,NA,49.204,1.397,4849.772,14.517,NA,NA,-118.237,1191.14,-4699.734,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,34,"","",NA,"",NA
"372","SL_2022_CSEO_Dive_07_09-45-45.000.avi",68029,"10:32:46",NA,NA,602.327,130.429,1.067,5528.17,17.869,49.894,37.667,746.01,1523.415,-5261.496,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,35,"AD","Fish milling/hovering",NA,"",NA
"373","SL_2022_CSEO_Dive_07_09-45-45.000.avi",68676,"10:33:07",NA,NA,NA,74.937,0.763,5841.63,30.162,NA,NA,2805.599,842.096,-5054.12,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,36,"","",NA,"",NA
"374","SL_2022_CSEO_Dive_07_09-45-45.000.avi",69476,"10:33:34",NA,NA,NA,34.001,1.487,3954.007,29.952,NA,NA,1915.123,465.317,-3427.821,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,37,"","",NA,"",NA
"375","SL_2022_CSEO_Dive_07_09-45-45.000.avi",70377,"10:34:04",NA,NA,NA,25.482,4.859,3413.184,17.773,NA,NA,-1034.094,113.943,-3250.768,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,38,"","",NA,"",NA
"376","SL_2022_CSEO_Dive_07_09-45-45.000.avi",71693,"10:34:48",NA,NA,NA,79.196,1.862,6029.445,34.194,NA,NA,2818.605,1860.804,-4994.706,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,39,"AD","Fish milling/hovering",NA,"NO LENGTH - partial view only",NA
"377","SL_2022_CSEO_Dive_07_09-45-45.000.avi",73005,"10:35:32",NA,NA,NA,12.158,0.49,2277.12,20.867,NA,NA,-740.323,-339.933,-2126.416,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,40,"AD","Fish chasing other fish",NA,"NO LENGTH - Partial view only",NA
"378","SL_2022_CSEO_Dive_07_09-45-45.000.avi",73242,"10:35:39",NA,NA,NA,26.744,1.621,3763.122,3.684,NA,NA,-229.18,62.13,-3755.622,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,41,"","",NA,"",NA
"379","SL_2022_CSEO_Dive_07_09-45-45.000.avi",73242,"10:35:39",NA,NA,NA,18.022,0.789,3007.287,6.838,NA,NA,-336.282,110.941,-2986.366,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","silvergray",157,157,42,"","",NA,"",NA
"380","SL_2022_CSEO_Dive_07_09-45-45.000.avi",74729,"10:36:29",NA,NA,NA,18.4,1.534,2891.221,17.394,NA,NA,856.488,-127.066,-2758.522,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","tiger",148,148,43,"","",NA,"",NA
"381","SL_2022_CSEO_Dive_07_09-45-45.000.avi",74899,"10:36:35",NA,NA,NA,57.138,1.017,4913.958,27.744,NA,NA,-1939.766,1195.077,-4353.858,1,"KelliiWood",95,"N/A",2022,7,13,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,44,"JV","Fish milling/hovering",NA,"NO LENGTH - hiding in rocks",NA
"382","SL_2022_CSEO_Dive_08_11-20-06.000.avi",3367,"11:32:41",NA,NA,NA,39.768,0.237,4194.762,24.418,NA,NA,1679.292,417.236,-3821.246,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,"","",NA,"",NA
"383","SL_2022_CSEO_Dive_08_11-20-06.000.avi",3853,"11:32:57",NA,NA,785.355,105.456,0.681,4651.612,31.284,87.237,27.175,-2176.473,1047.689,-3975.275,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,2,"AD","Fish milling/hovering",NA,"",NA
"384","SL_2022_CSEO_Dive_08_11-20-06.000.avi",4040,"11:33:04",NA,NA,NA,26.97,0.532,3549.03,31.579,NA,NA,-1810.56,407.442,-3025.141,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,3,"SU","Fish milling/hovering",NA,"NO LENGTH - facing ROV",NA
"385","SL_2022_CSEO_Dive_08_11-20-06.000.avi",4126,"11:33:07",NA,NA,539.095,79.756,2.113,4919.165,24.147,22.273,8.448,-1787.286,924.628,-4488.748,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,4,"AD","Fish milling/hovering",NA,"",NA
"386","SL_2022_CSEO_Dive_08_11-20-06.000.avi",5079,"11:33:38",NA,NA,NA,16.09,0.492,2662.268,21.077,NA,NA,-930.242,216.556,-2485.04,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"halibut","halibut",200,200,5,"","",NA,"NO LENGTH - just showing tail",NA
"387","SL_2022_CSEO_Dive_08_11-20-06.000.avi",6672,"11:34:31",NA,NA,NA,19.692,1.93,2923.453,20.621,NA,NA,-963.274,352.603,-2737.582,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,"","",NA,"",NA
"388","SL_2022_CSEO_Dive_08_11-20-06.000.avi",8293,"11:35:25",NA,NA,NA,55.334,2.479,4844.5,26.252,NA,NA,-1045.216,1853.239,-4352.264,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","canary",146,146,7,"","",NA,"",NA
"389","SL_2022_CSEO_Dive_08_11-20-06.000.avi",10429,"11:36:37",NA,NA,NA,47.899,0.549,4576.436,29.3,NA,NA,2019.112,953.115,-3994.813,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,8,"","",NA,"",NA
"390","SL_2022_CSEO_Dive_08_11-20-06.000.avi",12811,"11:37:56",NA,NA,NA,48.042,3.501,4574.075,23.125,NA,NA,-1714.417,519.649,-4208.67,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,9,"","",NA,"",NA
"391","SL_2022_CSEO_Dive_08_11-20-06.000.avi",16343,"11:39:54",NA,NA,NA,14.033,0.526,2518.95,22.647,NA,NA,965.79,79.992,-2325.072,1,"KelliiWood",115,"N/A",2022,8,12,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,10,"","",NA,"",NA
