"","Filename","Frame","Time..HMS.","Period","Period.time..HMS.","Length..mm.","Precision..mm.","RMS.1..mm.","RMS.2..mm.","Range..mm.","Direction..deg.","Horz..Dir...deg.","Vert..Dir...deg.","Mid.X..mm.","Mid.Y..mm.","Mid.Z..mm.","OpCode","Tape.Reader","Depth","Comment","Year","Dive.No","Transect.No","User.Def..4","User.Def..5","User.Def..6","User.Def..7","User.Def..8","Family","Genus","Species","Code","Number","Stage","Activity","Check.ID","Comment.1","Event.Time","Time..mins.","Period.time..mins."
"254","Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi",71641,"29:05.0",NA,NA,NA,22.649,2.772,NA,2848.678,14.133,NA,NA,-448.99,491.572,-2769.789,1,"Jenny Stahl",0,"new cameras, AKST",2013,17,1,NA,NA,NA,NA,NA,"halibut","halibut",200,200,49,"","","","","",NA,NA
"255","Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi",71759,"29:09.0",NA,NA,746.745,31.589,4.868,2.974,2314.592,28.458,52.16,25.881,-1102.179,-69.679,-2034.13,1,"Jenny Stahl",0,"new cameras, AKST",2013,17,1,NA,NA,NA,NA,NA,"halibut","halibut",200,200,49,"","","","High Horiz Angle-swimming","",NA,NA
"256","Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi",73621,"30:11.0",NA,NA,NA,14.372,3.201,NA,2214.817,29.999,NA,NA,-1005.177,-492.083,-1911.253,1,"Jenny Stahl",0,"new cameras, AKST",2013,17,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,50,"","","","","",NA,NA
"257","Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi",74742,"30:48.4",NA,NA,NA,8.521,3.027,NA,1779.333,37.71,NA,NA,987.255,-478.235,-1400.944,1,"Jenny Stahl",0,"new cameras, AKST",2013,17,1,NA,NA,NA,NA,NA,"cod","",9991,9991,51,"","","","","",NA,NA
"258","Dive17__Camera 1_08-21-13_09-38-14.372_fixed.avi",75100,"31:00.3",NA,NA,NA,4.141,0.716,NA,1182.31,17.578,NA,NA,-160.393,-335.136,-1122.415,1,"Jenny Stahl",0,"new cameras, AKST",2013,17,1,NA,NA,NA,NA,NA,"cod","",9991,9991,52,"","","","","",NA,NA
"259","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",10458,"44:14.6",NA,NA,NA,11.657,0.445,NA,2024.913,35.972,NA,NA,717.475,-972.046,-1625.001,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,"","","","","",NA,NA
"260","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",16373,"47:31.8",NA,NA,NA,35.391,0.629,NA,3762.977,7.669,NA,NA,-128.868,431.843,-3735.894,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,"","","","","",NA,NA
"261","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",21582,"50:25.4",NA,NA,NA,34.107,2.057,NA,3381.246,22.532,NA,NA,-742.837,-1106.246,-3107.61,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,3,"","","","","",NA,NA
"262","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",21944,"50:37.5",NA,NA,NA,25.815,1.909,NA,3077.96,25.228,NA,NA,42.953,-1350.959,-2765.303,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,"","","","","",NA,NA
"263","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",30867,"55:34.9",NA,NA,NA,27.634,0.58,NA,3072.376,23.753,NA,NA,1183.253,-402.793,-2806.629,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,"","","","","",NA,NA
"264","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",34244,"57:27.5",NA,NA,NA,23.797,1.811,NA,2868.6,31.675,NA,NA,-1361.237,-679.867,-2431.806,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,"","","","","",NA,NA
"265","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",56725,"09:56.8",NA,NA,NA,131.302,7.031,NA,6891.684,15.788,NA,NA,-697.328,1645.342,-6655.966,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,7,"SU","milling/hovering","","","",NA,NA
"266","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",56994,"10:05.8",NA,NA,587.879,15.505,2.121,2.328,2376.642,25.252,9.027,15.381,-653.583,-805.814,-2138.205,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,7,"SU","","","","",NA,NA
"267","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",60347,"11:57.6",NA,NA,NA,10.097,0.244,NA,1921.333,35.044,NA,NA,-1041.449,-386.559,-1567.633,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"cod","",9991,9991,8,"","","","","",NA,NA
"268","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",60768,"12:11.6",NA,NA,NA,4.904,1.136,NA,1313.544,12.677,NA,NA,-100.695,-288.456,-1277.518,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"cod","",9991,9991,9,"","","","","",NA,NA
"269","Dive19__Camera 1_08-21-13_11-30-19.289_fixed.avi",60768,"12:11.6",NA,NA,NA,19.957,1.336,NA,2811.563,35.381,NA,NA,-1626.563,-99.57,-2291.127,1,"Jennifer Stahl",0,"new cameras, AKST",2013,19,1,NA,NA,NA,NA,NA,"cod","",9991,9991,10,"","","","","",NA,NA
"270","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",1977,"792.765",NA,NA,NA,46.934,5.089,NA,4121.635,14.185,NA,NA,-856.913,477.252,-4003.225,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,"","","","","",NA,NA
"271","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",3561,"793.645",NA,NA,NA,22.983,1.386,NA,2841.731,19.641,NA,NA,-265.405,-955.825,-2662.967,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,"","","","","",NA,NA
"272","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",5155,"794.5306",NA,NA,NA,14.35,1.911,NA,2205.222,18.565,NA,NA,-608.796,-379.698,-2085.234,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,3,"","","","","",NA,NA
"273","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",9059,"796.6994",NA,NA,NA,57.96,5.178,NA,4568.453,14.794,NA,NA,572.665,952.82,-4431.135,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"greenling","",10007,10007,4,"","","","","",NA,NA
"274","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",9134,"796.7411",NA,NA,NA,50.544,1.201,NA,4317.351,16.976,NA,NA,191.561,1186.586,-4146.665,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,5,"","","","","",NA,NA
"275","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",9184,"796.7689",NA,NA,NA,50.629,2.165,NA,4229.876,15.853,NA,NA,-710.224,852.983,-4081.649,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","silvergray",157,157,6,"","","","","",NA,NA
"276","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",9184,"796.7689",NA,NA,NA,60.353,0.472,NA,4674.077,33.628,NA,NA,2466.575,729.16,-3902.734,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","silvergray",157,157,7,"","","","","",NA,NA
"277","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",9336,"796.8533",NA,NA,NA,41.989,0.688,NA,3908.275,22.244,NA,NA,1473.062,85.618,-3619.029,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","silvergray",157,157,8,"","","","","",NA,NA
"278","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",11546,"798.0811",NA,NA,NA,11.353,1.89,NA,1986.755,23.316,NA,NA,-775.267,-157.725,-1822.438,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,9,"","","","","",NA,NA
"279","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",12093,"798.385",NA,NA,NA,11.187,0.808,NA,1988.912,26.834,NA,NA,-891.447,-132.087,-1773.033,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,10,"","","","","",NA,NA
"280","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",12394,"798.5522",NA,NA,NA,7.684,12.383,NA,1682.577,10.231,NA,NA,2.39,-322.544,-1651.371,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,11,"","","","","",NA,NA
"281","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",13506,"799.17",NA,NA,NA,17.166,9.632,NA,2523.713,12.003,NA,NA,-216.198,442.813,-2475.137,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,12,"","","","","",NA,NA
"282","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",16700,"800.9444",NA,NA,NA,11.445,9.958,NA,1969.637,26.475,NA,NA,830.723,-309.689,-1758.824,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","greenstripe",135,135,13,"","","","","",NA,NA
"283","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",17790,"801.55",NA,NA,NA,23.964,1.479,NA,2905.613,13.474,NA,NA,446.7,-549.204,-2818.052,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,15,"","","","","",NA,NA
"284","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",17908,"801.6155",NA,NA,NA,21.853,5.516,NA,2932.821,7.205,NA,NA,268.701,209.475,-2912.964,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","dusky",172,172,14,"","","","","",NA,NA
"285","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",18684,"802.0467",NA,NA,NA,15.354,7.37,NA,2360.736,25.404,NA,NA,63.519,-1041.222,-2117.758,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"octopus","octopus",870,870,16,"","","","","",NA,NA
"286","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",19297,"802.3872",NA,NA,NA,6.153,5.4,NA,1431.538,24.125,NA,NA,-531.618,-263.135,-1302.859,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","",NA,NA,17,"","","","northern rockfish","",NA,NA
"287","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",22299,"804.055",NA,NA,NA,9.263,32.223,NA,1818.807,22.8,NA,NA,43.681,-727.431,-1666.432,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,18,"","","","","",NA,NA
"288","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",23101,"804.5005",NA,NA,NA,7.457,3.047,NA,1618.968,26.572,NA,NA,-145.178,-730.188,-1437.639,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,19,"","","Y","","",NA,NA
"289","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",25135,"805.6305",NA,NA,NA,7.064,0.351,NA,1591.227,25.867,NA,NA,-21.034,-714.36,-1421.707,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,20,"","","","","",NA,NA
"290","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",25343,"805.7461",NA,NA,NA,23.083,0.605,NA,2776.675,29.347,NA,NA,1127.644,727.009,-2431.008,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,21,"","","","","",NA,NA
"291","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",25932,"806.0733",NA,NA,NA,49.248,1.323,NA,4399.606,37.168,NA,NA,-2585.012,568.505,-3514.407,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,22,"","","","","",NA,NA
"292","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",26388,"806.3267",NA,NA,NA,7.08,0.856,NA,1539.975,25.112,NA,NA,-307.611,-596.556,-1386.008,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,23,"","","","","",NA,NA
"293","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",29402,"808.0011",NA,NA,NA,44.874,0.223,NA,3914.055,26.945,NA,NA,1617.733,676.886,-3499.227,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,24,"","","","","",NA,NA
"294","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",32535,"809.7416",NA,NA,NA,56.939,1.466,NA,4533.223,14.269,NA,NA,-610.053,873.02,-4406.335,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,25,"","","","","",NA,NA
"295","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",37505,"812.5028",NA,NA,NA,3.376,3.676,NA,1108.09,9.52,NA,NA,-14.662,167.005,-1095.335,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,26,"","","","","",NA,NA
"296","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",41599,"814.7772",NA,NA,NA,10.958,4.679,NA,1939.023,32.491,NA,NA,-883.119,-575.624,-1627.441,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,27,"","","","","",NA,NA
"297","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",42171,"815.095",NA,NA,NA,5.225,2.752,NA,1354.385,14.805,NA,NA,-78.96,-355.706,-1304.453,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,28,"","","","","",NA,NA
"298","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",43350,"815.75",NA,NA,NA,9.13,1.946,NA,1772.904,29.439,NA,NA,-823.73,-306.298,-1539.753,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,29,"","","","","",NA,NA
"299","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",44581,"816.4339",NA,NA,NA,12.336,0.025,NA,2101.083,22.892,NA,NA,-816.967,-4.123,-1935.742,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,30,"","","","","",NA,NA
"300","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",48649,"818.6939",NA,NA,NA,37.884,3.856,NA,3608.979,19.114,NA,NA,-950.238,653.611,-3419.732,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"skate","longnose skate",701,701,31,"","","","","",NA,NA
"301","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",51099,"820.055",NA,NA,NA,7.87,1.42,NA,1708.731,10.674,NA,NA,313.378,20.125,-1679.628,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,32,"","","","","",NA,NA
"302","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",51802,"820.4455",NA,NA,NA,17.059,0.702,NA,2443.497,30.864,NA,NA,1181.746,387.95,-2103.247,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,33,"","","","","",NA,NA
"303","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",53251,"821.2505",NA,NA,NA,10.786,2.481,NA,2015.191,10.271,NA,NA,-348.748,58.14,-1983.933,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,34,"","","","","",NA,NA
"304","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",53482,"821.3789",NA,NA,NA,8.96,3.107,NA,1776.429,15.583,NA,NA,-465.802,-128.285,-1709.465,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,35,"","","","","",NA,NA
"305","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",56676,"823.1533",NA,NA,NA,5.617,2.175,NA,1381.994,18.488,NA,NA,178.167,-419.136,-1304.795,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,36,"","","","","",NA,NA
"306","Dive21__Camera 1_08-21-13_13-02-59.523_fixed.avi",60584,"825.3244",NA,NA,NA,9.403,3.886,NA,1878.541,7.47,NA,NA,-110.157,-244.664,-1859.28,1,"Jennifer Stahl",0,"new cameras, AKST",2013,21,1,NA,NA,NA,NA,NA,"cod","",9991,9991,37,"","","","","",NA,NA
"307","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",840,"07:05.0",NA,NA,NA,9.513,0.11,NA,1845.142,19.175,NA,NA,14.421,-630.797,-1733.908,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,1,"AD","fish seeking cover","","No length-Under sponge","",NA,NA
"308","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",952,"07:08.7",NA,NA,NA,24.709,1.118,NA,2926.647,21.474,NA,NA,994.264,360.096,-2728.925,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,2,"","","","","",NA,NA
"309","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",1307,"07:20.6",NA,NA,NA,13.79,8.626,NA,2138.721,29.256,NA,NA,734.353,-770.442,-1855.067,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,3,"","","","","",NA,NA
"310","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",1307,"07:20.6",NA,NA,NA,42.808,1.741,NA,4107.554,10.222,NA,NA,22.251,670.579,-4052.386,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,4,"","","","","",NA,NA
"311","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",3075,"08:19.5",NA,NA,NA,25.687,1.23,NA,3030.705,34.991,NA,NA,-1543.048,-835.153,-2471.172,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,5,"","","","","",NA,NA
"312","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",3979,"08:49.6",NA,NA,NA,17.634,0.094,NA,2447.353,32.185,NA,NA,775.491,-1077.445,-2056.031,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,"","","","","",NA,NA
"313","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",5359,"09:35.6",NA,NA,NA,107.013,2.898,NA,6135.141,21.776,NA,NA,-2156.144,647.034,-5707.219,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,7,"AD","resting on bottom","","No length- too dark for accuracte","",NA,NA
"314","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",5497,"09:40.2",NA,NA,NA,72.268,11.949,NA,4957.308,34.174,NA,NA,-2060.348,1814.199,-4127.779,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","black",142,142,8,"","","","","",NA,NA
"315","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",7013,"10:30.8",NA,NA,NA,12.421,2.248,NA,2104.704,17.574,NA,NA,108.586,-654.847,-1997.289,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","black",142,142,9,"","","","","",NA,NA
"316","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",8761,"11:29.0",NA,NA,NA,24.594,9.227,NA,2910.913,16.14,NA,NA,-671.543,-491.517,-2789.418,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,10,"","","","","",NA,NA
"317","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",9034,"11:38.1",NA,NA,NA,31.855,5.258,NA,3316.923,15.847,NA,NA,-604.521,-720.168,-3180.864,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,11,"","","","","",NA,NA
"318","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",9309,"11:47.3",NA,NA,NA,21.915,1.614,NA,2887.821,8.502,NA,NA,-416.682,-134.025,-2854.457,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,12,"","","","","",NA,NA
"319","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",14771,"14:49.4",NA,NA,NA,102.705,7.889,NA,6137.937,13.821,NA,NA,-1309.377,574.345,-5969.081,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,13,"AD","milling/hovering","","","",NA,NA
"320","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",14811,"14:50.7",NA,NA,548.241,85.47,1.738,4.241,5062.448,14.983,16.441,1.561,-1259.733,284.978,-4894.92,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,13,"AD","","","","",NA,NA
"321","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",19039,"17:11.6",NA,NA,NA,30.397,6.038,NA,3319.901,23.439,NA,NA,-1311.805,107.989,-3047.827,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,14,"","","","","",NA,NA
"322","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",23387,"19:36.6",NA,NA,NA,69.065,2.626,NA,5073.255,30.322,NA,NA,-2538.896,274.994,-4383.64,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,15,"","","","","",NA,NA
"323","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",28120,"22:14.3",NA,NA,NA,58.324,2.287,NA,4530.806,32.004,NA,NA,2244.195,799.022,-3854.005,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,16,"","","","","",NA,NA
"324","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",50015,"34:24.2",NA,NA,NA,123.925,7.465,NA,6458.71,23.432,NA,NA,-2084.029,1415.948,-5947.003,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,17,"","","","","",NA,NA
"325","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",51345,"35:08.5",NA,NA,NA,126.384,1.668,NA,6485.465,26.741,NA,NA,2327.734,1676.739,-5816.482,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,18,"SU","resting on bottom","","","",NA,NA
"326","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",51460,"35:12.3",NA,NA,478.885,77.566,0.313,7.127,4380.256,29.613,10.271,10.728,2131.392,322.205,-3813.134,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,18,"SU","","","","",NA,NA
"327","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",840,"07:05.0",NA,NA,NA,9.513,0.11,NA,1845.142,19.175,NA,NA,14.421,-630.797,-1733.908,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,1,"AD","fish seeking cover","","No length-Under sponge","",NA,NA
"328","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",952,"07:08.7",NA,NA,NA,24.709,1.118,NA,2926.647,21.474,NA,NA,994.264,360.096,-2728.925,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,2,"","","","","",NA,NA
"329","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",1307,"07:20.6",NA,NA,NA,13.79,8.626,NA,2138.721,29.256,NA,NA,734.353,-770.442,-1855.067,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,3,"","","","","",NA,NA
"330","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",1307,"07:20.6",NA,NA,NA,42.808,1.741,NA,4107.554,10.222,NA,NA,22.251,670.579,-4052.386,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,4,"","","","","",NA,NA
"331","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",3075,"08:19.5",NA,NA,NA,25.687,1.23,NA,3030.705,34.991,NA,NA,-1543.048,-835.153,-2471.172,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,5,"","","","","",NA,NA
"332","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",3979,"08:49.6",NA,NA,NA,17.634,0.094,NA,2447.353,32.185,NA,NA,775.491,-1077.445,-2056.031,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,"","","","","",NA,NA
"333","Dive22__Camera 1_08-21-13_14-55-32.588_fixed.avi",5359,"09:35.6",NA,NA,NA,107.013,2.898,NA,6135.141,21.776,NA,NA,-2156.144,647.034,-5707.219,1,"Jennifer Stahl",0,"new cameras, AKST",2013,22,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,7,"AD","resting on bottom","","No length- too dark for accuracte","",NA,NA
