"","Date","Time","Temperature","Pressure","Sea pressure","Depth","dive_number","Dive_Status","Transect.Number","Length..mm.","Precision..mm.","Dive.Type","Genus","Species","Code","Stage","Activity","Comment.1"
"318","6/5/2022",9H 43M 6S,6.7860002,81.9350834,71.8025834,71.2170591,"15","DIVE",16,NA,38.885,"Line","quillback",147,147,"AD","Passing",NA
"319","6/5/2022",9H 43M 18S,6.7859273,81.8972581,71.7647581,71.1795422,"15","DIVE",16,NA,44.443,"Line","quillback",147,147,"AD","Passing",NA
"320","6/5/2022",9H 43M 41S,6.7890614,81.3771805,71.2446805,70.6637057,"15","DIVE",16,482.842,87.016,"Line","yelloweye",145,145,"AD","Fish actively swimming in frame",NA
"321","6/5/2022",9H 44M 48S,6.789766,80.1679513,70.0354513,69.4643373,"15","DIVE",16,NA,38.996,"Line","quillback",147,147,"AD","Passing",NA
"322","6/5/2022",9H 45M 35S,6.7886727,80.1889651,70.0564651,69.4851798,"15","DIVE",16,NA,33.862,"Line","quillback",147,147,"AD","Passing",NA
"323","6/5/2022",9H 46M 1S,6.7932937,80.1121947,69.9796947,69.4090353,"15","DIVE",16,318.609,33.363,"Line","yelloweye",145,145,"JV","Fish milling/hovering",NA
"324","6/5/2022",9H 46M 15S,6.7925697,79.4921487,69.3596487,68.7940456,"15","DIVE",16,NA,21.812,"Line","dusky",172,172,"AD","Passing",NA
"325","6/5/2022",9H 46M 16S,6.7928759,79.5260508,69.3935508,68.8276713,"15","DIVE",16,NA,132.872,"Line","quillback",147,147,"AD","Passing",NA
"326","6/5/2022",9H 47M 39S,6.7936242,74.2497408,64.1172408,63.5943877,"15","DIVE",16,NA,30.106,"Line","quillback",147,147,"AD","Passing",NA
"327","6/5/2022",9H 47M 47S,6.7939546,74.7417251,64.6092251,64.0823601,"15","DIVE",16,NA,21.301,"Line","black",142,142,"AD","Passing",NA
"328","6/5/2022",9H 47M 57S,6.7940809,74.9291615,64.7966615,64.268268,"15","DIVE",16,NA,55.67,"Line","quillback",147,147,"AD","Passing",NA
"329","6/5/2022",9H 48M 2S,6.7926329,75.5363001,65.4038001,64.8704556,"15","DIVE",16,487.921,20.505,"Line","yelloweye",145,145,"AD","Fish actively swimming in frame",NA
"330","6/5/2022",9H 48M 22S,6.7937262,76.4608815,66.3283815,65.7874973,"15","DIVE",16,NA,33.63,"Line","quillback",147,147,"AD","Passing",NA
"331","6/5/2022",9H 48M 22S,6.7937262,76.4608815,66.3283815,65.7874973,"15","DIVE",16,NA,19.888,"Line","yellowtail",155,155,"AD","Passing",NA
"332","6/5/2022",9H 48M 27S,6.793493,76.5763145,66.4438145,65.901989,"15","DIVE",16,NA,38.162,"Line","quillback",147,147,"AD","Passing",NA
"333","6/5/2022",9H 48M 35S,6.7934492,77.2201633,67.0876633,66.5405875,"15","DIVE",16,NA,16.45,"Line","quillback",147,147,"AD","Passing",NA
"334","6/5/2022",9H 48M 35S,6.7934492,77.2201633,67.0876633,66.5405875,"15","DIVE",16,NA,32.488,"Line","quillback",147,147,"AD","Passing",NA
"335","6/5/2022",9H 48M 35S,6.7934492,77.2201633,67.0876633,66.5405875,"15","DIVE",16,NA,46.146,"Line","quillback",147,147,"AD","Passing",NA
"336","6/5/2022",9H 49M 22S,6.7911217,77.8578511,67.7253511,67.1730751,"15","DIVE",16,NA,70.185,"Line","tiger",148,148,"AD","Passing",NA
"337","6/5/2022",9H 49M 35S,6.7908496,77.1391918,67.0066918,66.4602762,"15","DIVE",16,NA,21.852,"Line","dusky",172,172,"AD","Passing",NA
"338","6/5/2022",9H 51M 22S,6.7917534,76.2392616,66.1067616,65.5676847,"15","DIVE",16,NA,27.286,"Line","lingcod",130,130,"AD","Passing","no measurement"
"339","6/5/2022",9H 51M 22S,6.7917534,76.2392616,66.1067616,65.5676847,"15","DIVE",16,NA,26.487,"Line","quillback",147,147,"AD","Passing",NA
"340","6/5/2022",9H 51M 34S,6.792526,76.3193922,66.1868922,65.6471618,"15","DIVE",16,NA,14.749,"Line","kelp greenling",194,194,"AD","Passing",NA
"341","6/5/2022",9H 53M 36S,6.7941587,75.3796822,65.2471822,64.7151148,"15","DIVE",16,152.036,10.548,"Line","yelloweye",145,145,"JV","Fish seeking cover",NA
"342","6/5/2022",9H 53M 43S,6.7949167,75.2701338,65.1376338,64.6064598,"15","DIVE",16,2725.488,166.595,"Line","lingcod",130,130,"AD","Passing",NA
"343","6/5/2022",9H 54M 45S,6.799805,70.9140416,60.7815416,60.2858899,"15","DIVE",16,NA,33.033,"Line","kelp greenling",194,194,"AD","Passing",NA
"344","6/5/2022",9H 55M 15S,6.7999313,70.1584349,60.0259349,59.5364449,"15","DIVE",16,NA,31.274,"Line","quillback",147,147,"AD","Passing",NA
"345","6/5/2022",9H 55M 36S,6.7979585,72.6558464,62.5233464,62.0134909,"15","DIVE",16,NA,41.626,"Line","quillback",147,147,"AD","Passing",NA
"346","6/5/2022",9H 55M 50S,6.7968749,72.5045548,62.3720548,61.8634331,"15","DIVE",16,493.632,47.288,"Line","yelloweye",145,145,"AD","Fish milling/hovering",NA
"347","6/5/2022",9H 56M 14S,6.8010538,74.4360559,64.3035559,63.7791834,"15","DIVE",16,NA,30.858,"Line","lingcod",130,130,"AD","Passing","no measurement"
"348","6/5/2022",9H 56M 20S,6.8046932,74.1749347,64.0424347,63.5201916,"15","DIVE",16,NA,30.898,"Line","China",149,149,"AD","Passing",NA
"349","6/5/2022",10H 27M 54S,6.4866753,120.4525932,110.3200932,109.4204724,"16","DIVE",17,875.614,76.863,"Line","halibut",200,200,"AD","Passing",NA
"350","6/5/2022",10H 28M 18S,6.4877203,120.7907162,110.6582162,109.7558382,"16","DIVE",17,804.821,163.429,"Line","lingcod",130,130,"AD","Passing",NA
"351","6/5/2022",10H 28M 18S,6.4877203,120.7907162,110.6582162,109.7558382,"16","DIVE",17,NA,91.735,"Line","halibut",200,200,"AD","Passing","no measurement"
"352","6/5/2022",10H 28M 18S,6.4877203,120.7907162,110.6582162,109.7558382,"16","DIVE",17,NA,58.18,"Line","halibut",200,200,"AD","Passing","no measurement"
"353","6/5/2022",10H 28M 20S,6.4874529,120.7732011,110.6407011,109.7384659,"16","DIVE",17,NA,71.427,"Line","halibut",200,200,"AD","Passing",NA
"354","6/5/2022",10H 28M 20S,6.4874529,120.7732011,110.6407011,109.7384659,"16","DIVE",17,NA,87.549,"Line","halibut",200,200,"AD","Passing",NA
"355","6/5/2022",10H 28M 31S,6.4872877,120.4991149,110.3666149,109.4666147,"16","DIVE",17,654.903,68.94,"Line","halibut",200,200,"AD","Passing",NA
"356","6/5/2022",10H 28M 39S,6.4870447,120.7073419,110.5748419,109.6731437,"16","DIVE",17,NA,7.162,"Line","halibut",200,200,"AD","Passing","no measurement"
"357","6/5/2022",10H 31M 30S,6.4844444,120.2688891,110.1363891,109.2382663,"16","DIVE",17,561.03,39.712,"Line","halibut",200,200,"AD","Passing",NA
"358","6/5/2022",10H 33M 32S,6.4836327,120.2027522,110.0702522,109.1726687,"16","DIVE",17,582.42,35.515,"Line","halibut",200,200,"AD","Passing",NA
"359","6/5/2022",10H 34M 16S,6.4848867,119.8192297,109.6867297,108.7922738,"16","DIVE",17,412.066,5.2,"Line","halibut",200,200,"AD","Passing",NA
"360","6/5/2022",10H 35M 4S,6.4831272,120.0693537,109.9368537,109.040358,"16","DIVE",17,589.022,48.233,"Line","halibut",200,200,"AD","Passing",NA
"361","6/5/2022",10H 35M 48S,6.4849839,119.5036697,109.3711697,108.479287,"16","DIVE",17,711.956,29.497,"Line","halibut",200,200,"AD","Passing",NA
"362","6/5/2022",10H 35M 57S,6.4842694,119.7303908,109.5978908,108.7041593,"16","DIVE",17,655.598,7.577,"Line","halibut",200,200,"AD","Passing",NA
"363","6/5/2022",10H 40M 59S,6.483934,118.8135639,108.6810639,107.7948088,"16","DIVE",17,NA,14.227,"Line","halibut",200,200,"AD","Passing",NA
"364","6/5/2022",10H 45M 23S,6.4779411,118.4865165,108.3540165,107.4704283,"16","DIVE",17,462.749,30.306,"Line","halibut",200,200,"AD","Passing",NA
"365","6/5/2022",10H 47M 27S,6.4765267,117.9802596,107.8477596,106.9682998,"16","DIVE",17,473.932,32.796,"Line","halibut",200,200,"AD","Passing",NA
"366","6/5/2022",10H 50M 3S,6.4767989,117.7981008,107.6656008,106.7876264,"16","DIVE",17,696.671,68.113,"Line","halibut",200,200,"AD","Passing",NA
"367","6/5/2022",10H 50M 4S,6.4787431,117.7929092,107.6604092,106.7824771,"16","DIVE",17,753.988,126.295,"Line","halibut",200,200,"AD","Passing",NA
"368","6/5/2022",10H 50M 12S,6.4780238,117.6286859,107.4961859,106.619593,"16","DIVE",17,NA,49.602,"Line","halibut",200,200,"AD","Passing","no measurement"
"369","6/5/2022",10H 51M 21S,6.4788452,117.2346626,107.1021626,106.2287829,"16","DIVE",17,NA,48.93,"Line","halibut",200,200,"AD","Passing","no measurement"
"370","6/5/2022",10H 54M 29S,6.4817128,116.7983237,106.6658237,105.7960021,"16","DIVE",17,895.335,87.671,"Line","halibut",200,200,"AD","Passing",NA
"371","6/5/2022",10H 54M 29S,6.4817128,116.7983237,106.6658237,105.7960021,"16","DIVE",17,NA,57.107,"Line","halibut",200,200,"AD","Passing","no measurement"
"372","6/5/2022",10H 56M 53S,6.4818003,116.3062177,106.1737177,105.3079091,"16","DIVE",17,643.145,63.002,"Line","halibut",200,200,"AD","Passing",NA
"373","6/5/2022",10H 59M 41S,6.4834334,115.7065007,105.5740007,104.7130826,"16","DIVE",17,407.053,44.908,"Line","halibut",200,200,"AD","Passing",NA
"374","6/5/2022",11H 44M 15S,6.321913,152.9948205,142.8623205,141.6973295,"17","DIVE",18,NA,15.469,"Line","halibut",200,200,"AD","Passing","no measurement"
"375","6/5/2022",11H 44M 21S,6.3216796,153.0948886,142.9623886,141.7965816,"17","DIVE",18,481.779,18.536,"Line","halibut",200,200,"AD","Passing",NA
"376","6/5/2022",11H 44M 25S,6.321772,152.950813,142.818313,141.6536808,"17","DIVE",18,NA,15.064,"Line","halibut",200,200,"AD","Passing","no measurement"
"377","6/5/2022",11H 44M 30S,6.3210185,152.5808138,142.4483138,141.2866988,"17","DIVE",18,NA,24.873,"Line","halibut",200,200,"AD","Passing","no measurement"
"378","6/5/2022",11H 44M 33S,6.3194677,152.63295,142.50045,141.3384099,"17","DIVE",18,463.034,15.363,"Line","halibut",200,200,"AD","Passing",NA
"379","6/5/2022",11H 44M 38S,6.3197886,152.9539616,142.8214616,141.6568038,"17","DIVE",18,464.088,30.837,"Line","halibut",200,200,"AD","Passing",NA
"380","6/5/2022",11H 44M 40S,6.3196816,153.0027342,142.8702342,141.7051786,"17","DIVE",18,666.014,75.35,"Line","halibut",200,200,"AD","Passing",NA
"381","6/5/2022",11H 44M 47S,6.3201629,152.7986086,142.6661086,141.5027177,"17","DIVE",18,493.936,55.435,"Line","halibut",200,200,"AD","Passing",NA
"382","6/5/2022",11H 44M 47S,6.3201629,152.7986086,142.6661086,141.5027177,"17","DIVE",18,448.36,30.439,"Line","halibut",200,200,"AD","Passing",NA
"383","6/5/2022",11H 44M 47S,6.3201629,152.7986086,142.6661086,141.5027177,"17","DIVE",18,432.916,7.422,"Line","halibut",200,200,"AD","Passing",NA
"384","6/5/2022",11H 44M 56S,6.3202212,153.2417674,143.1092674,141.9422627,"17","DIVE",18,421.984,9.856,"Line","halibut",200,200,"AD","Passing",NA
"385","6/5/2022",11H 45M 3S,6.3217185,152.9486359,142.8161359,141.6515215,"17","DIVE",18,506.858,46.329,"Line","halibut",200,200,"AD","Passing",NA
"386","6/5/2022",11H 45M 3S,6.3217185,152.9486359,142.8161359,141.6515215,"17","DIVE",18,511.794,28.519,"Line","halibut",200,200,"AD","Passing",NA
"387","6/5/2022",11H 45M 3S,6.3217185,152.9486359,142.8161359,141.6515215,"17","DIVE",18,NA,57.774,"Line","halibut",200,200,"AD","Passing","no measurement"
"388","6/5/2022",11H 45M 9S,6.3207852,152.9217925,142.7892925,141.624897,"17","DIVE",18,485.077,69.779,"Line","halibut",200,200,"AD","Passing",NA
"389","6/5/2022",11H 45M 11S,6.3196865,153.0523477,142.9198477,141.7543875,"17","DIVE",18,1631.146,125.647,"Line","halibut",200,200,"AD","Passing",NA
"390","6/5/2022",11H 45M 18S,6.3206782,153.1658701,143.0333701,141.8669842,"17","DIVE",18,497.72,43.073,"Line","halibut",200,200,"AD","Passing",NA
"391","6/5/2022",11H 45M 28S,6.3199685,153.2388136,143.1063136,141.9393329,"17","DIVE",18,406.113,18.241,"Line","halibut",200,200,"AD","Passing",NA
"392","6/5/2022",11H 45M 40S,6.3227491,152.3645543,142.2320543,141.0722029,"17","DIVE",18,498.664,40.733,"Line","halibut",200,200,"AD","Passing",NA
"393","6/5/2022",11H 45M 54S,6.3196816,153.4795931,143.3470931,142.1781489,"17","DIVE",18,NA,23.011,"Line","halibut",200,200,"AD","Passing","no measurement"
"394","6/5/2022",11H 46M 0S,6.3247957,153.2657226,143.1332226,141.9660225,"17","DIVE",18,500.23,42.276,"Line","halibut",200,200,"AD","Passing",NA
"395","6/5/2022",11H 46M 18S,6.3198518,153.3490371,143.2165371,142.0486576,"17","DIVE",18,484.858,11.11,"Line","halibut",200,200,"AD","Passing",NA
"396","6/5/2022",11H 46M 23S,6.3204303,153.3304724,143.1979724,142.0302442,"17","DIVE",18,817.551,62.826,"Line","halibut",200,200,"AD","Passing",NA
"397","6/5/2022",11H 46M 53S,6.324752,153.1070718,142.9745718,141.8086654,"17","DIVE",18,533.256,58.763,"Line","halibut",200,200,"AD","Passing",NA
"398","6/5/2022",11H 47M 18S,6.3209359,153.2601166,143.1276166,141.9604622,"17","DIVE",18,NA,14.409,"Line","halibut",200,200,"AD","Passing","no measurement"
"399","6/5/2022",11H 47M 28S,6.3200365,153.2674044,143.1349044,141.9676906,"17","DIVE",18,388.006,24.711,"Line","halibut",200,200,"AD","Passing",NA
"400","6/5/2022",11H 47M 35S,6.3213102,153.3321542,143.1996542,142.0319123,"17","DIVE",18,433.133,14.559,"Line","halibut",200,200,"AD","Passing",NA
"401","6/5/2022",11H 47M 53S,6.3203428,153.0258499,142.8933499,141.7281059,"17","DIVE",18,NA,35.445,"Line","halibut",200,200,"AD","Passing","no measurement"
"402","6/5/2022",11H 48M 11S,6.3229582,152.9826179,142.8501179,141.6852264,"17","DIVE",18,471.617,9.042,"Line","halibut",200,200,"AD","Passing",NA
"403","6/5/2022",11H 48M 31S,6.3234637,152.7054,142.5729,141.4102691,"17","DIVE",18,NA,11.773,"Line","halibut",200,200,"AD","Passing","no measurement"
"404","6/5/2022",11H 48M 39S,6.3218984,152.8397302,142.7072302,141.5435039,"17","DIVE",18,470.304,17.274,"Line","halibut",200,200,"AD","Passing",NA
"405","6/5/2022",11H 48M 39S,6.3218984,152.8397302,142.7072302,141.5435039,"17","DIVE",18,NA,11.297,"Line","halibut",200,200,"AD","Passing","no measurement"
"406","6/5/2022",11H 48M 39S,6.3218984,152.8397302,142.7072302,141.5435039,"17","DIVE",18,NA,30.15,"Line","halibut",200,200,"AD","Passing","no measurement"
"407","6/5/2022",11H 48M 44S,6.3232207,152.7374205,142.6049205,141.4420285,"17","DIVE",18,518.663,24.739,"Line","halibut",200,200,"AD","Passing",NA
"408","6/5/2022",11H 48M 44S,6.3232207,152.7374205,142.6049205,141.4420285,"17","DIVE",18,NA,15.556,"Line","halibut",200,200,"AD","Passing","no measurement"
"409","6/5/2022",11H 48M 56S,6.3226908,152.7841646,142.6516646,141.4883914,"17","DIVE",18,468.473,39.822,"Line","halibut",200,200,"AD","Passing",NA
"410","6/5/2022",11H 49M 16S,6.3214706,153.1023067,142.9698067,141.8039391,"17","DIVE",18,NA,14.189,"Line","halibut",200,200,"AD","Passing","no measurement"
"411","6/5/2022",11H 49M 17S,6.3210088,153.1699246,143.0374246,141.8710057,"17","DIVE",18,375.071,9.572,"Line","halibut",200,200,"AD","Passing",NA
"412","6/5/2022",11H 49M 29S,6.3221026,152.776102,142.643602,141.4803946,"17","DIVE",18,287.642,24.228,"Line","halibut",200,200,"AD","Passing",NA
"413","6/5/2022",11H 49M 29S,6.3221026,152.776102,142.643602,141.4803946,"17","DIVE",18,NA,26.352,"Line","halibut",200,200,"AD","Passing","no measurement"
"414","6/5/2022",11H 49M 36S,6.3220151,152.8472983,142.7147983,141.5510103,"17","DIVE",18,208.935,12.636,"Line","halibut",200,200,"AD","Passing",NA
"415","6/5/2022",11H 49M 36S,6.3220151,152.8472983,142.7147983,141.5510103,"17","DIVE",18,NA,17.473,"Line","halibut",200,200,"AD","Passing","no measurement"
"416","6/5/2022",11H 49M 51S,6.3225304,152.9591383,142.8266383,141.6619383,"17","DIVE",18,459.201,17.513,"Line","halibut",200,200,"AD","Passing",NA
"417","6/5/2022",11H 49M 57S,6.3231818,152.6903301,142.5578301,141.3953221,"17","DIVE",18,538.982,38.113,"Line","halibut",200,200,"AD","Passing",NA
"418","6/5/2022",11H 50M 9S,6.3257388,152.9027979,142.7702979,141.6060573,"17","DIVE",18,722.384,47.714,"Line","halibut",200,200,"AD","Passing",NA
"419","6/5/2022",11H 50M 19S,6.3227734,152.6308399,142.4983399,141.336317,"17","DIVE",18,NA,13.315,"Line","halibut",200,200,"AD","Passing","no measurement"
"420","6/5/2022",11H 50M 24S,6.32079,152.8324424,142.6999424,141.5362755,"17","DIVE",18,554.974,15.308,"Line","halibut",200,200,"AD","Passing",NA
"421","6/5/2022",11H 50M 47S,6.3210234,152.8772246,142.7447246,141.5806925,"17","DIVE",18,1332.256,51.794,"Line","halibut",200,200,"AD","Passing",NA
"422","6/5/2022",11H 51M 11S,6.3212956,153.0253551,142.8928551,141.7276151,"17","DIVE",18,NA,7.106,"Line","halibut",200,200,"AD","Passing","no measurement"
"423","6/5/2022",11H 51M 14S,6.3211109,153.0833116,142.9508116,141.785099,"17","DIVE",18,355.129,16,"Line","halibut",200,200,"AD","Passing",NA
"424","6/5/2022",11H 51M 16S,6.3298466,152.964464,142.831964,141.6672206,"17","DIVE",18,NA,27.965,"Line","halibut",200,200,"AD","Passing","no measurement"
"425","6/5/2022",11H 51M 26S,6.3242901,152.8893434,142.7568434,141.5927125,"17","DIVE",18,466.848,16.264,"Line","halibut",200,200,"AD","Passing",NA
"426","6/5/2022",11H 51M 38S,6.3211838,152.8845783,142.7520783,141.5879863,"17","DIVE",18,554.71,16.109,"Line","halibut",200,200,"AD","Passing",NA
"427","6/5/2022",11H 51M 51S,6.3214512,152.8933338,142.7608338,141.5966703,"17","DIVE",18,471.35,14.218,"Line","halibut",200,200,"AD","Passing",NA
"428","6/5/2022",11H 51M 57S,6.3225255,152.9602595,142.8277595,141.6630503,"17","DIVE",18,NA,12.504,"Line","halibut",200,200,"AD","Passing","no measurement"
"429","6/5/2022",11H 52M 1S,6.3229193,152.9367803,142.8042803,141.6397625,"17","DIVE",18,NA,13.159,"Line","halibut",200,200,"AD","Passing","no measurement"
"430","6/5/2022",11H 52M 1S,6.3229193,152.9367803,142.8042803,141.6397625,"17","DIVE",18,NA,13.529,"Line","halibut",200,200,"AD","Passing","no measurement"
"431","6/5/2022",11H 52M 10S,6.3248638,152.773926,142.641426,141.4782363,"17","DIVE",18,673.472,34.328,"Line","halibut",200,200,"AD","Passing",NA
"432","6/5/2022",11H 52M 12S,6.3269055,152.8069351,142.6744351,141.5109762,"17","DIVE",18,544.242,20.421,"Line","halibut",200,200,"AD","Passing",NA
"433","6/5/2022",11H 52M 12S,6.3269055,152.8069351,142.6744351,141.5109762,"17","DIVE",18,616.151,42.568,"Line","halibut",200,200,"AD","Passing",NA
"434","6/5/2022",11H 52M 12S,6.3269055,152.8069351,142.6744351,141.5109762,"17","DIVE",18,NA,18.469,"Line","halibut",200,200,"AD","Passing","no measurement"
"435","6/5/2022",11H 52M 12S,6.3269055,152.8069351,142.6744351,141.5109762,"17","DIVE",18,NA,23.264,"Line","halibut",200,200,"AD","Passing","no measurement"
"436","6/5/2022",11H 52M 12S,6.3269055,152.8069351,142.6744351,141.5109762,"17","DIVE",18,NA,16.53,"Line","halibut",200,200,"AD","Passing","no measurement"
"437","6/5/2022",11H 52M 18S,6.3245575,152.8879419,142.7554419,141.5913225,"17","DIVE",18,NA,24.348,"Line","halibut",200,200,"AD","Passing","no measurement"
"438","6/5/2022",11H 52M 26S,6.3237603,152.7752611,142.6427611,141.4795605,"17","DIVE",18,560.055,33.368,"Line","halibut",200,200,"AD","Passing",NA
"439","6/5/2022",11H 52M 31S,6.3252381,152.7147827,142.5822827,141.4195753,"17","DIVE",18,457.027,44.656,"Line","halibut",200,200,"AD","Passing",NA
"440","6/5/2022",11H 52M 38S,6.3225838,152.7798123,142.6473123,141.4840746,"17","DIVE",18,345.376,9.079,"Line","halibut",200,200,"AD","Passing",NA
"441","6/5/2022",11H 52M 40S,6.3227005,152.7088299,142.5763299,141.413671,"17","DIVE",18,147.35,14.528,"Line","halibut",200,200,"AD","Passing",NA
"442","6/5/2022",11H 52M 43S,6.3242999,152.6154899,142.4829899,141.3210922,"17","DIVE",18,369.65,10.455,"Line","halibut",200,200,"AD","Passing",NA
"443","6/5/2022",11H 52M 43S,6.3242999,152.6154899,142.4829899,141.3210922,"17","DIVE",18,NA,36.267,"Line","halibut",200,200,"AD","Passing","no measurement"
"444","6/5/2022",11H 53M 1S,6.3238867,152.7898367,142.6573367,141.4940173,"17","DIVE",18,569.723,30.895,"Line","halibut",200,200,"AD","Passing",NA
"445","6/5/2022",11H 53M 7S,6.3222241,153.0197491,142.8872491,141.7220548,"17","DIVE",18,NA,8.422,"Line","halibut",200,200,"AD","Passing","no measurement"
"446","6/5/2022",11H 53M 10S,6.3220102,152.8369935,142.7044935,141.5407895,"17","DIVE",18,402.773,20.986,"Line","halibut",200,200,"AD","Passing",NA
"447","6/5/2022",11H 53M 36S,6.3227637,152.4986718,142.3661718,141.2052267,"17","DIVE",18,427.602,19.224,"Line","halibut",200,200,"AD","Passing",NA
"448","6/5/2022",11H 53M 39S,6.3214852,152.6494062,142.5169062,141.354732,"17","DIVE",18,NA,46.804,"Line","halibut",200,200,"AD","Passing","no measurement"
"449","6/5/2022",11H 53M 42S,6.3238478,152.6099507,142.4774507,141.3155981,"17","DIVE",18,479.849,36.43,"Line","halibut",200,200,"AD","Passing",NA
"450","6/5/2022",11H 53M 57S,6.3251798,152.5490588,142.4165588,141.2552028,"17","DIVE",18,444.718,36.534,"Line","halibut",200,200,"AD","Passing",NA
"451","6/5/2022",11H 53M 57S,6.3251798,152.5490588,142.4165588,141.2552028,"17","DIVE",18,505.019,33.201,"Line","halibut",200,200,"AD","Passing",NA
"452","6/5/2022",11H 54M 14S,6.323911,152.4627935,142.3302935,141.169641,"17","DIVE",18,225.542,11.1,"Line","halibut",200,200,"AD","Passing",NA
"453","6/5/2022",11H 54M 18S,6.3245915,152.3077206,142.1752206,141.0158326,"17","DIVE",18,NA,12.995,"Line","halibut",200,200,"AD","Passing","no measurement"
"454","6/5/2022",11H 54M 35S,6.3227831,152.333015,142.200515,141.0409207,"17","DIVE",18,509.476,54.974,"Line","halibut",200,200,"AD","Passing",NA
"455","6/5/2022",11H 54M 37S,6.3233859,152.278637,142.146137,140.9869862,"17","DIVE",18,582.993,41.055,"Line","halibut",200,200,"AD","Passing",NA
"456","6/5/2022",11H 54M 40S,6.323838,152.2923716,142.1598716,141.0006088,"17","DIVE",18,510.172,26.315,"Line","halibut",200,200,"AD","Passing",NA
"457","6/5/2022",11H 54M 51S,6.322297,152.3509541,142.2184541,141.0587136,"17","DIVE",18,420.282,28.705,"Line","halibut",200,200,"AD","Passing",NA
"458","6/5/2022",11H 54M 58S,6.3223116,152.4946806,142.3621806,141.201268,"17","DIVE",18,565.752,33.335,"Line","halibut",200,200,"AD","Passing",NA
"459","6/5/2022",11H 55M 13S,6.3228512,152.5843766,142.4518766,141.2902326,"17","DIVE",18,475.161,29.869,"Line","halibut",200,200,"AD","Passing",NA
"460","6/5/2022",11H 55M 55S,6.3215435,152.3955217,142.2630217,141.1029177,"17","DIVE",18,497.514,29.299,"Line","halibut",200,200,"AD","Passing",NA
"461","6/5/2022",11H 56M 2S,6.3243047,152.3470299,142.2145299,141.0548214,"17","DIVE",18,235.128,18.884,"Line","halibut",200,200,"AD","Passing",NA
"462","6/5/2022",11H 56M 2S,6.3243047,152.3470299,142.2145299,141.0548214,"17","DIVE",18,NA,17.66,"Line","halibut",200,200,"AD","Passing","no measurement"
"463","6/5/2022",11H 56M 4S,6.3251846,152.3526359,142.2201359,141.0603817,"17","DIVE",18,260.986,11.234,"Line","halibut",200,200,"AD","Passing",NA
"464","6/5/2022",11H 56M 14S,6.3230165,152.4832553,142.3507553,141.189936,"17","DIVE",18,301.679,54.749,"Line","halibut",200,200,"AD","Passing",NA
"465","6/5/2022",11H 56M 28S,6.3261715,152.4047043,142.2722043,141.1120255,"17","DIVE",18,606.548,41.67,"Line","halibut",200,200,"AD","Passing",NA
"466","6/5/2022",11H 56M 49S,6.3255589,152.4052649,142.2727649,141.1125815,"17","DIVE",18,456.926,17.17,"Line","halibut",200,200,"AD","Passing",NA
"467","6/5/2022",11H 56M 55S,6.3257826,152.346189,142.213689,141.0539874,"17","DIVE",18,694.228,39.255,"Line","halibut",200,200,"AD","Passing",NA
"468","6/5/2022",11H 57M 14S,6.326011,152.3281824,142.1956824,141.0361276,"17","DIVE",18,488.456,19.29,"Line","halibut",200,200,"AD","Passing",NA
"469","6/5/2022",11H 57M 15S,6.3250971,152.3191456,142.1866456,141.0271645,"17","DIVE",18,NA,10.251,"Line","halibut",200,200,"AD","Passing","no measurement"
"470","6/5/2022",11H 57M 34S,6.3263173,152.1450792,142.0125792,140.8545175,"17","DIVE",18,849.59,86.727,"Line","halibut",200,200,"AD","Passing",NA
"471","6/5/2022",11H 57M 45S,6.3248103,152.4753399,142.3428399,141.182085,"17","DIVE",18,777.049,23.747,"Line","halibut",200,200,"AD","Passing",NA
"472","6/5/2022",11H 58M 1S,6.3254082,152.3677721,142.2352721,141.0753944,"17","DIVE",18,353.34,34.933,"Line","halibut",200,200,"AD","Passing",NA
"473","6/5/2022",11H 58M 1S,6.3254082,152.3677721,142.2352721,141.0753944,"17","DIVE",18,NA,10.583,"Line","halibut",200,200,"AD","Passing","no measurement"
"474","6/5/2022",11H 58M 34S,6.3251457,152.0960267,141.9635267,140.805865,"17","DIVE",18,311.09,15.11,"Line","halibut",200,200,"AD","Passing",NA
"475","6/5/2022",12H 1M 44S,6.3274597,151.6501387,141.5176387,140.3636131,"17","DIVE",18,315.869,10.806,"Line","halibut",200,200,"AD","Passing",NA
"476","6/5/2022",12H 1M 50S,6.3283347,151.587421,141.454921,140.3014069,"17","DIVE",18,NA,28.036,"Line","halibut",200,200,"AD","Passing","no measurement"
"477","6/5/2022",12H 1M 56S,6.3272847,151.5652775,141.4327775,140.2794439,"17","DIVE",18,324.333,16.691,"Line","halibut",200,200,"AD","Passing",NA
"478","6/5/2022",12H 2M 50S,6.3254957,151.5753682,141.4428682,140.2894523,"17","DIVE",18,417.507,24.478,"Line","halibut",200,200,"AD","Passing",NA
"479","6/5/2022",12H 4M 11S,6.3266867,151.2513442,141.1188442,139.9680706,"17","DIVE",18,258.674,15.361,"Line","halibut",200,200,"AD","Passing",NA
"480","6/5/2022",12H 6M 39S,6.3274548,151.1484752,141.0159752,139.8660404,"17","DIVE",18,268.791,26.879,"Line","halibut",200,200,"AD","Passing",NA
"481","6/5/2022",12H 6M 53S,6.3255784,151.393455,141.260955,140.1090226,"17","DIVE",18,338.131,2.271,"Line","halibut",200,200,"AD","Passing",NA
