Trip Number,Vessel Name,Target Species Code,Trip Comments,Trip Fix Method,Dive Number,Management Area,Submersible Type,Vehicle,Dive Comments,Transect Type,Transect Number,Line Length Meters,Transect Area Description,Transect Fix Method,Transect Comment,Year,Transect Date,Observation Time,Common Name,Species Class,Species Code,Stage,Activity,Obs Number,Density Estimate,Distance Feet,Depth Meters,Quantity,Check ID,Species Comment,Video Path,Camera,Observation Source,Observation Type,Number of Fish
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,153,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,154,,19,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,155,,0,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,1,,0,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,12,,7,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,61,,14,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,74,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,75,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,76,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,87,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,109,,18,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,112,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,114,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,116,,17,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,123,,25,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3288,CSEO,manned,Delta,,Line Transect,1,1307,Beaver Point,5  minute,,1994,5/14/1994,,yelloweye,rockfish,145,adult,,136,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,quillback,rockfish,147,,,65,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,1,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,2,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,3,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,4,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,5,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,6,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,8,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,9,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,10,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,11,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,12,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,13,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,14,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,15,,16,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,16,,17,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,17,,21,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,18,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,21,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,22,,24,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,23,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,24,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,25,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,26,,13,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,27,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,28,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,29,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,30,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,31,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,32,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,33,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,35,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,36,,4,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,37,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,38,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,39,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,41,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,42,,18,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,43,,13,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,44,,14,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,45,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,46,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,47,,4,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,48,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,49,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,50,,25,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,51,,2,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,52,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,53,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,54,,2,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,55,,7,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,56,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,57,,9,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,58,,17,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,59,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,60,,9,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,61,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,62,,14,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,63,,9,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,64,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,66,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,67,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,68,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,69,,13,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,70,,14,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,72,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,73,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,74,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,76,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,77,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,78,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,79,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,80,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,81,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,82,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,83,,17,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,85,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,87,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,88,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,89,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,90,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,91,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,93,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,94,,12,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,95,,6,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,96,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,97,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,98,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,99,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,100,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,101,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,102,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,103,,4,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,104,,10,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,105,,19,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,106,,2,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,107,,20,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,108,,18,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,109,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,110,,24,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,111,,7,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,112,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,114,,5,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,115,,8,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,116,,3,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,117,,15,,,,,,,fish count,,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",3289,CSEO,manned,Delta,,Line Transect,1,1443,Beaver Point,5  minute,,1994,5/14/1994,,rosethorn,rockfish,150,,,118,,10,,,,,,,fish count,,1
