Year,Dive No,Stock Assessment Year,Vehicle,Submersible Type,Area Description,Management Area,Dive Start Time,Dive End Time,Dive Comments,Observer First Name,Observer Last Name,Pilot First Name,Pilot Last Name,Transect Type,Transect No,Transect Date,Transect Start Time,Transect End Time,Transect Fix Method,Transect Comment,Vehicle,Line Length Meters,Stage,Specimen No,Length Direction Deg,Length Mid X Mm,Length Mid Y Mm,Length Mid Z Mm,Length Mm,Length Obs Time,Length Precision Mm,Length Range Mm,Length Rms Mm,Length Comment,Horizontal Direction Deg,Vertical Direction Deg
2003,5941,,Delta,manned,Whale Bay Offshore,CSEO,6/5/2003,6/5/2003,,Scott,Kelley,Joe,Lilly,Line Transect,1,6/5/2003,13:14:36,13:44:44,5  minute,"Area 3, random site 51",Delta,830,,,,,,,,,,,,,,
2003,5941,,Delta,manned,Whale Bay Offshore,CSEO,6/5/2003,6/5/2003,,Scott,Kelley,Joe,Lilly,Line Transect,2,6/5/2003,13:52:47,14:22:56,5  minute,"Area 3, random site 51",Delta,919,,,,,,,,,,,,,,
2003,5942,,Delta,manned,Whale Bay,CSEO,6/5/2003,6/5/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,1,6/5/2003,15:41:18,16:11:22,5  minute,"Area 3, random site 112, good footage of schooling YT at 16:03:33",Delta,812,,,,,,,,,,,,,,
2003,5942,,Delta,manned,Whale Bay,CSEO,6/5/2003,6/5/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,2,6/5/2003,16:18:47,16:48:56,5  minute,"Area 3, random site 112",Delta,777,,,,,,,,,,,,,,
2003,5943,,Delta,manned,Cape Edgecumbe west,CSEO,6/6/2003,6/6/2003,,Rick,Stanley,Dave,Slater,Line Transect,1,6/6/2003,8:42:12,9:12:14,5  minute,"Area 4, random site 324 heading north to it",Delta,1079,,,,,,,,,,,,,,
2003,5943,,Delta,manned,Cape Edgecumbe west,CSEO,6/6/2003,6/6/2003,,Rick,Stanley,Dave,Slater,Line Transect,2,6/6/2003,9:19:50,9:50:05,5  minute,"Area 4, random site 324 heading north to it",Delta,1198,,,,,,,,,,,,,,
2003,5944,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Scott,Kelley,Joe,Lilly,Line Transect,1,6/6/2003,10:57:56,11:28:06,5  minute,"Area 4, random site 46",Delta,667,,,,,,,,,,,,,,
2003,5944,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Scott,Kelley,Joe,Lilly,Line Transect,2,6/6/2003,11:36:56,12:07:09,5  minute,"Area 4, random site 46 - Review these 2 transects for species ID",Delta,743,,,,,,,,,,,,,,
2003,5945,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,1,6/6/2003,12:59:05,13:29:10,5  minute,"Area 4, random site 224, east of it",Delta,867,,,,,,,,,,,,,,
2003,5945,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,2,6/6/2003,13:39:25,14:09:57,5  minute,"Area 4, random site 224, east of it",Delta,858,,,,,,,,,,,,,,
2003,5946,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,1,6/6/2003,15:43:39,16:13:50,5  minute,"Area 4, random site 199 going NE toward Cape E",Delta,1091,,,,,,,,,,,,,,
2003,5946,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,2,6/6/2003,16:21:00,16:51:09,5  minute,"Area 4, random site 199 going NE toward Cape E. Lots of nice footage at end of this dive (qb, ye, jye,tiger,redstripe,both cameras).",Delta,1058,,,,,,,,,,,,,,
2003,5947,,Delta,manned,Cape Edgecumbe,CSEO,6/6/2003,6/6/2003,,Rick,Gottwald,Joe,Lilly,Bounce,1,6/6/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5948,,Delta,manned,"Sitka Point, north of pinnacle",CSEO,6/7/2003,6/7/2003,,Scott,Kelley,Chris,Ijames,Line Transect,1,6/7/2003,7:39:52,8:09:55,5  minute,"Area 4, random site 311",Delta,1010,,,,,,,,,,,,,,
2003,5948,,Delta,manned,"Sitka Point, north of pinnacle",CSEO,6/7/2003,6/7/2003,,Scott,Kelley,Chris,Ijames,Line Transect,2,6/7/2003,8:18:31,8:48:55,5  minute,"Area 4, random site 311",Delta,1095,,,,,,,,,,,,,,
2003,5949,,Delta,manned,Sitka Point,CSEO,6/7/2003,6/7/2003,,Rick,Stanley,Dave,Slater,Line Transect,1,6/7/2003,9:47:04,10:17:16,5  minute,"Area 4, random site 154",Delta,1112,,,,,,,,,,,,,,
2003,5949,,Delta,manned,Sitka Point,CSEO,6/7/2003,6/7/2003,,Rick,Stanley,Dave,Slater,Line Transect,2,6/7/2003,10:24:40,10:54:40,5  minute,"Area 4, random site 154",Delta,1202,,,,,,,,,,,,,,
2003,5950,,Delta,manned,Sitka Point,CSEO,6/7/2003,6/7/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,1,6/7/2003,11:58:02,12:28:10,5  minute,"Area 4, random site 182",Delta,984,,,,,,,,,,,,,,
2003,5950,,Delta,manned,Sitka Point,CSEO,6/7/2003,6/7/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,2,6/7/2003,12:36:42,13:06:49,5  minute,"Area 4, random site 182",Delta,870,,,,,,,,,,,,,,
2003,5951,,Delta,manned,Sitka Point,CSEO,6/7/2003,6/7/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,1,6/7/2003,14:41:41,15:11:46,5  minute,"Area 4, random site 319",Delta,1101,,,,,,,,,,,,,,
2003,5952,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Betsy,Campen,Dave,Slater,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5953,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Emily,Moore,Dave,Slater,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5954,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Neil,Gilbertson,Joe,Lilly,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5955,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Tim,Haverland,Joe,Lilly,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5956,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Bill,Payden,Chris,Ijames,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5957,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Eric,Gertsen,Chris,Ijames,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5958,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,John,Jensen,Dave,Slater,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5959,,Delta,manned,Biorka,CSEO,6/9/2003,6/9/2003,,Jim,Gardener,Dave,Slater,Bounce,1,6/9/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5960,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,1,6/10/2003,9:33:25,10:03:20,5  minute,"Area 5, random site 18",Delta,946,,,,,,,,,,,,,,
2003,5960,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,2,6/10/2003,10:12:21,10:42:25,5  minute,"Area 5, random site 18",Delta,869,,,,,,,,,,,,,,
2003,5961,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Eric,Coonradt,Chris,Ijames,Line Transect,1,6/10/2003,11:45:33,12:15:43,5  minute,"Area 5, random site 3",Delta,775,,,,,,,,,,,,,,
2003,5961,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Eric,Coonradt,Chris,Ijames,Line Transect,2,6/10/2003,12:23:44,12:53:45,5  minute,"Area 5, random site 3",Delta,1132,,,,,,,,,,,,,,
2003,5962,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Jeff,Kelly,Dave,Slater,Line Transect,1,6/10/2003,13:44:00,14:14:39,5  minute,"Area 5, random site 55",Delta,1201,,,,,,,,,,,,,,
2003,5962,,Delta,manned,Gilmer Bay,CSEO,6/10/2003,6/10/2003,,Jeff,Kelly,Dave,Slater,Line Transect,2,6/10/2003,14:22:06,14:52:26,5  minute,"Area 5, random site 55",Delta,1329,,,,,,,,,,,,,,
2003,5963,,Delta,manned,Pt. Mary offshore,CSEO,6/10/2003,6/10/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,1,6/10/2003,16:39:44,17:09:59,5  minute,"Area 5, random site 93",Delta,779,,,,,,,,,,,,,,
2003,5963,,Delta,manned,Pt. Mary offshore,CSEO,6/10/2003,6/10/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,2,6/10/2003,17:16:43,17:48:00,5  minute,"Area 5, random site 93",Delta,918,,,,,,,,,,,,,,
2003,5964,,Delta,manned,Pt. Mary offshore,CSEO,6/11/2003,6/11/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,1,6/11/2003,8:00:52,8:31:00,5  minute,"Area 5, random site 160",Delta,1022,,,,,,,,,,,,,,
2003,5964,,Delta,manned,Pt. Mary offshore,CSEO,6/11/2003,6/11/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,2,6/11/2003,8:39:04,9:09:07,5  minute,"Area 5, random site 160 Many close ups of sponges at end of transect.",Delta,1099,,,,,,,,,,,,,,
2003,5965,,Delta,manned,Beaver Pt. Offshore,CSEO,6/11/2003,6/11/2003,,Eric,Coonradt,Dave,Slater,Line Transect,2,6/11/2003,10:54:04,11:24:16,5  minute,"Area 5, random site 54 Good sponge transect 10:51:24 Farrea occa.",Delta,1295,,,,,,,,,,,,,,
2003,5965,,Delta,manned,Beaver Pt. Offshorre,CSEO,6/11/2003,6/11/2003,,Eric,Coonradt,Dave,Slater,Line Transect,1,6/11/2003,10:16:37,10:46:23,5  minute,"Area 5, random site 54 Good sponge transect.",Delta,1239,,,,,,,,,,,,,,
2003,5966,,Delta,manned,Cape  Edgecumbe north and offshore,CSEO,6/11/2003,6/11/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,1,6/11/2003,12:31:00,13:01:09,5  minute,"Area 5, random Site 143",Delta,740,,,,,,,,,,,,,,
2003,5966,,Delta,manned,Cape Edgecumbe north and offshore,CSEO,6/11/2003,6/11/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,2,6/11/2003,13:08:09,13:38:14,5  minute,"Area 5, random Site 143",Delta,783,,,,,,,,,,,,,,
2003,5967,,Delta,manned,Shelikof Bay,CSEO,6/11/2003,6/11/2003,,Jeff,Kelly,Chris,Ijames,Line Transect,1,6/11/2003,15:19:58,15:50:09,5  minute,"Area 5, random site 124",Delta,881,,,,,,,,,,,,,,
2003,5967,,Delta,manned,Shelikof Bay,CSEO,6/11/2003,6/11/2003,,Jeff,Kelly,Chris,Ijames,Line Transect,2,6/11/2003,15:57:17,16:28:22,5  minute,"Area 5, random site 124",Delta,997,,,,,,,,,,,,,,
2003,5968,,Delta,manned,Gilmer,CSEO,6/11/2003,6/11/2003,,Bob,Frampton,Dave,Slater,Bounce,1,6/11/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5969,,Delta,manned,Salisbury offshore,CSEO,6/11/2003,6/12/2003,,Eric,Coonradt,Joe,Lilly,Line Transect,1,6/11/2003,8:26:06,8:56:06,5  minute,"Area 6, random site 89",Delta,948,,,,,,,,,,,,,,
2003,5969,,Delta,manned,Salisbury offshore,CSEO,6/11/2003,6/12/2003,,Eric,Coonradt,Joe,Lilly,Line Transect,2,6/12/2003,9:02:38,9:32:41,5  minute,"Area 6, random site 89",Delta,922,,,,,,,,,,,,,,
2003,5970,,Delta,manned,Sea Lion Rocks,CSEO,6/12/2003,6/12/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,1,6/12/2003,11:03:33,11:33:40,5  minute,"Area 6, random site 91",Delta,1069,,,,,,,,,,,,,,
2003,5970,,Delta,manned,Sea Lion Rocks,CSEO,6/12/2003,6/12/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,2,6/12/2003,11:40:45,12:10:51,5  minute,"Area 6, random site 91",Delta,1046,,,,,,,,,,,,,,
2003,5971,,Delta,manned,Cape Georgiana,CSEO,6/12/2003,6/12/2003,,Jeff,Kelly,Dave,Slater,Line Transect,1,6/12/2003,13:04:17,13:34:24,5  minute,"Area 6, random site 326",Delta,1089,,,,,,,,,,,,,,
2003,5971,,Delta,manned,Cape Georgiana,CSEO,6/12/2003,6/12/2003,,Jeff,Kelly,Dave,Slater,Line Transect,2,6/12/2003,13:41:35,14:11:45,5  minute,"Area 6, random site 326",Delta,1024,,,,,,,,,,,,,,
2003,5972,,Delta,manned,Cape Georgiana,CSEO,6/12/2003,6/12/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,1,6/12/2003,15:48:40,16:18:50,5  minute,"Area 6, random site 368",Delta,965,,,,,,,,,,,,,,
2003,5972,,Delta,manned,Cape Georgiana,CSEO,6/12/2003,6/12/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,2,6/12/2003,16:26:08,16:56:16,5  minute,"Area 6, random site 368",Delta,912,,,,,,,,,,,,,,
2003,5973,,Delta,manned,Cape Georgiana,CSEO,6/12/2003,6/12/2003,,Eric,Coonradt,Chris,Ijames,Reconnaissance,1,6/12/2003,17:47:05,18:23:30,5 minute,Black RF tagging site,Delta,411,,,,,,,,,,,,,,
2003,5974,,Delta,manned,Khaz offshore,CSEO,6/13/2003,6/13/2003,,Jeff,Kelly,Dave,Slater,Line Transect,1,6/13/2003,8:25:27,8:55:33,5  minute,"Area 6, random site 34",Delta,1068,,,,,,,,,,,,,,
2003,5974,,Delta,manned,Khaz offshore,CSEO,6/13/2003,6/13/2003,,Jeff,Kelly,Dave,Slater,Line Transect,2,6/13/2003,9:03:30,9:33:34,5  minute,"Area 6, random site 34",Delta,1293,,,,,,,,,,,,,,
2003,5975,,Delta,manned,Klokachef offshore,CSEO,6/13/2003,6/13/2003,,Eric,Coonradt,Joe,Lilly,Line Transect,1,6/13/2003,10:58:05,11:28:13,5  minute,"Area 6, random site 77",Delta,841,,,,,,,,,,,,,,
2003,5975,,Delta,manned,Klokachef offshore,CSEO,6/13/2003,6/13/2003,,Eric,Coonradt,Joe,Lilly,Line Transect,2,6/13/2003,11:35:02,12:05:10,5  minute,"Area 6, random site 77",Delta,838,,,,,,,,,,,,,,
2003,5975,,Delta,manned,Klokachef offshore,CSEO,6/13/2003,6/13/2003,,Eric,Coonradt,Joe,Lilly,Line Transect,3,6/13/2003,12:11:32,12:41:34,5  minute,"Area 6, random site 77",Delta,825,,,,,,,,,,,,,,
2003,5976,,Delta,manned,Necker Bay offshore,CSEO,6/14/2003,6/14/2003,,Mike,Vaughn,Chris,Ijames,Line Transect,1,6/14/2003,14:41:18,15:11:26,5  minute,"Area 3, random site 460, to it from SW",Delta,823,,,,,,,,,,,,,,
2003,5976,,Delta,manned,Necker Bay offshore,CSEO,6/14/2003,6/14/2003,,Mike,Vaughn,Chris,Ijames,Line Transect,2,6/14/2003,15:19:42,15:49:44,5  minute,"Area 3, random site 460, to it from SW",Delta,1039,,,,,,,,,,,,,,
2003,5976,,Delta,manned,Necker Bay offshore,CSEO,6/14/2003,6/14/2003,,Mike,Vaughn,Chris,Ijames,Line Transect,3,6/14/2003,15:57:48,16:28:06,5  minute,"Area 3, random site 460, to it from SW Forward camera only no side camera",Delta,1089,,,,,,,,,,,,,,
2003,5977,,Delta,manned,Rakof Islands,CSEO,6/14/2003,6/14/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,1,6/14/2003,17:04:36,17:34:37,5  minute,"Area 3, random site 388",Delta,718,,,,,,,,,,,,,,
2003,5977,,Delta,manned,Rakof Islands,CSEO,6/14/2003,6/14/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,2,6/14/2003,17:44:39,18:14:51,5  minute,"Area 3, random site 388",Delta,776,,,,,,,,,,,,,,
2003,5978,,Delta,manned,Cape Ommaney,CSEO,6/15/2003,6/15/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,1,6/15/2003,8:22:46,8:44:19,5  minute,"Area 1, random site 305 toward 185",Delta,511,,,,,,,,,,,,,,
2003,5979,,Delta,manned,Larch Bay,CSEO,6/15/2003,6/15/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,1,6/15/2003,10:32:33,11:02:54,5  minute,"Area 1, random site 76, middle habitat. Great video front camera 10:27:00 to start Yelloweye in sponge at 11:03:18",Delta,938,,,,,,,,,,,,,,
2003,5979,,Delta,manned,Larch Bay,CSEO,6/15/2003,6/15/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,2,6/15/2003,11:12:04,11:42:10,5  minute,"Area 1, random site 76, middle habitat",Delta,1227,,,,,,,,,,,,,,
2003,5980,,Delta,manned,Larch Bay,CSEO,6/15/2003,6/15/2003,,Mike,Vaughn,Dave,Slater,Line Transect,1,6/15/2003,12:53:26,13:23:31,5  minute,"Area1, random site 6 unfished",Delta,972,,,,,,,,,,,,,,
2003,5980,,Delta,manned,Larch Bay,CSEO,6/15/2003,6/15/2003,,Mike,Vaughn,Dave,Slater,Line Transect,2,6/15/2003,13:31:02,14:01:14,5  minute,"Area1, random site 6 unfished Very spongy during 5 min run, skate (big skate) 13:29:54",Delta,1054,,,,,,,,,,,,,,
2003,5981,,Delta,manned,Patterson Point,NSEI,6/16/2003,6/16/2003,,Wade,Loofbourrow,Joe,Lilly,Bounce,1,6/16/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,5982,,Delta,manned,Patterson Point,NSEI,6/16/2003,6/16/2003,,Tory,O'Connell,Chris,Ijames,Reconnaissance,1,6/16/2003,,,5 minute,"Looking for sablefish, assessing assemblages of deep Chatham edges",Delta,600,,,,,,,,,,,,,,
2003,5983,,Delta,manned,Patterson Point,NSEI,6/16/2003,6/16/2003,,Cleo,Brylinsky,Dave,Slater,Reconnaissance,1,6/16/2003,,,5 minute,"Looking for sablefish, assessing assemblages of deep Chatham edges",Delta,278,,,,,,,,,,,,,,
2003,5984,,Delta,manned,Patterson Point,NSEI,6/16/2003,6/16/2003,,Mike,Vaughn,Joe,Lilly,Aborted,1,6/16/2003,,,,"Current too strong, never reached ledge",Delta,,,,,,,,,,,,,,,
2003,6015,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/20/2003,7/20/2003,,Gary,Greene,Joe,Lilly,Geology,1,7/20/2003,8:57:00,9:56:08,5  minute,,Delta,818,,,,,,,,,,,,,,
2003,6016,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/20/2003,7/20/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,1,7/20/2003,10:50:32,11:21:38,5  minute,"Random site 55, redtree, lots of slopes",Delta,965,,,,,,,,,,,,,,
2003,6016,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/20/2003,7/20/2003,,Tory,O'Connell,Chris,Ijames,Line Transect,2,7/20/2003,11:30:25,12:00:37,5  minute,Random site 55,Delta,675,,,,,,,,,,,,,,
2003,6017,,Delta,manned,"Fairweather Grounds, east bank",EYKT,7/22/2003,7/22/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,1,7/22/2003,7:25:17,8:00:21,5  minute,,Delta,1176,,,,,,,,,,,,,,
2003,6017,,Delta,manned,"Fairweather Grounds, east bank",EYKT,7/22/2003,7/22/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,2,7/22/2003,8:11:31,8:41:32,5  minute,"Great video footage at end of YE, T, and JYE.",Delta,930,,,,,,,,,,,,,,
2003,6018,,Delta,manned,"Fairweather Grounds, nw east bank",EYKT,7/22/2003,7/22/2003,,Gary,Greene,Joe,Lilly,Geology,1,7/22/2003,9:41:17,10:37:41,5  minute,,Delta,990,,,,,,,,,,,,,,
2003,6019,,Delta,manned,"Fairweather Grounds, east bank Random site 41",EYKT,7/22/2003,7/22/2003,,Joe,Bizzarro,Chris,Ijames,Line Transect,1,7/22/2003,11:46:41,12:16:49,5  minute,,Delta,626,,,,,,,,,,,,,,
2003,6019,,Delta,manned,"Fairweather Grounds, east bank, random site 41",EYKT,7/22/2003,7/22/2003,,Joe,Bizzarro,Chris,Ijames,Line Transect,2,7/22/2003,12:29:41,12:59:43,5  minute,Nice footage with ambient light at the end of this dive,Delta,828,,,,,,,,,,,,,,
2003,6020,,Delta,manned,"Fairweather Grounds, east bank, random site 3",EYKT,7/22/2003,7/22/2003,,Tory,O'Connell,Dave,Slater,Line Transect,1,7/22/2003,13:42:12,14:12:01,5  minute,,Delta,914,,,,,,,,,,,,,,
2003,6020,,Delta,manned,"Fairweather Grounds, east bank, random site 3",EYKT,7/22/2003,7/22/2003,,Tory,O'Connell,Dave,Slater,Line Transect,2,7/22/2003,14:19:30,14:50:00,5  minute,,Delta,975,,,,,,,,,,,,,,
2003,6021,,Delta,manned,"Fairweather Grounds, east bank",EYKT,7/22/2003,7/22/2003,,Gary,Greene,Joe,Lilly,Geology,1,7/22/2003,15:27:43,15:34:07,,Bounce to ground truth soft bottom,Delta,,,,,,,,,,,,,,,
2003,6022,,Delta,manned,"Fairweather Grounds, east bank, random site 93",EYKT,7/22/2003,7/22/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,1,7/22/2003,17:09:51,17:39:58,5  minute,Columnar basalt wall with blocky stairsteps,Delta,703,,,,,,,,,,,,,,
2003,6022,,Delta,manned,"Fairweather Grounds, east bank, random site 93",EYKT,7/22/2003,7/22/2003,,Cleo,Brylinsky,Chris,Ijames,Line Transect,2,7/22/2003,17:48:18,18:18:34,5  minute,,Delta,591,,,,,,,,,,,,,,
2003,6023,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Joe,Bizzarro,Dave,Slater,Line Transect,1,7/23/2003,7:30:07,8:00:08,5  minute,,Delta,1331,,,,,,,,,,,,,,
2003,6023,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Joe,Bizzarro,Dave,Slater,Line Transect,2,7/23/2003,8:08:14,8:38:10,5  minute,,Delta,1253,,,,,,,,,,,,,,
2003,6024,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,1,7/23/2003,10:10:00,10:40:00,5  minute,,Delta,854,,,,,,,,,,,,,,
2003,6024,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Tory,O'Connell,Joe,Lilly,Line Transect,2,7/23/2003,10:47:12,11:17:18,5  minute,,Delta,897,,,,,,,,,,,,,,
2003,6025,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Gary,Greene,Chris,Ijames,Geology,1,7/23/2003,12:02:50,12:50:44,5  minute,Geology across 4 habitat types,Delta,1113,,,,,,,,,,,,,,
2003,6026,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,1,7/23/2003,13:38:26,14:08:23,5  minute,,Delta,1030,,,,,,,,,,,,,,
2003,6026,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Cleo,Brylinsky,Dave,Slater,Line Transect,2,7/23/2003,14:16:39,14:46:54,5  minute,good footage of rosethorn at 14:15:40,Delta,923,,,,,,,,,,,,,,
2003,6027,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Joe,Bizzarro,Joe,Lilly,Line Transect,1,7/23/2003,16:35:23,17:05:27,5  minute,Sea cucumber close up at 16:34:51 forward camera,Delta,861,,,,,,,,,,,,,,
2003,6027,,Delta,manned,"Fairweather Grounds, west bank",EYKT,7/23/2003,7/23/2003,,Joe,Bizzarro,Joe,Lilly,Line Transect,2,7/23/2003,17:12:28,17:42:27,5  minute,,Delta,878,,,,,,,,,,,,,,
2003,6028,,Delta,manned,"Fairweather Grounds, east bank",EYKT,7/24/2003,7/24/2003,,Gary,Greene,Chris,Ijames,Geology,1,7/24/2003,12:54:39,14:20:49,5  minute,,Delta,1257,,,,,,,,,,,,,,
2003,6029,,Delta,manned,"Fairweather Grounds, east bank, devil's claw",EYKT,7/24/2003,7/24/2003,,Gary,Greene,Dave,Slater,Geology,1,7/24/2003,15:09:59,15:48:17,5  minute,,Delta,596,,,,,,,,,,,,,,
2003,6030,,Delta,manned,"Fairweather Grounds, east bank, devil's claw",EYKT,7/24/2003,7/24/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,1,7/24/2003,16:23:07,16:53:06,5  minute,"Lingcod pinnacle at end of transect, YOY everywhere",Delta,744,,,,,,,,,,,,,,
2003,6030,,Delta,manned,"Fairweather Grounds, east bank, devil's claw",EYKT,7/24/2003,7/24/2003,,Cleo,Brylinsky,Joe,Lilly,Line Transect,2,7/24/2003,17:04:11,17:34:20,5  minute,,Delta,724,,,,,,,,,,,,,,
2003,6031,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/25/2003,7/25/2003,,Joe,Bizzarro,Chris,Ijames,Pinnacles,1,7/25/2003,7:17:49,8:42:30,5 minute,Photo dive,Delta,1942,,,,,,,,,,,,,,
2003,6032,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/25/2003,7/25/2003,,Tory,O'Connell,Dave,Slater,Pinnacles,1,7/25/2003,9:09:09,10:09:33,5 minute,photo dive,Delta,303,,,,,,,,,,,,,,
2003,6033,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/25/2003,7/25/2003,,Wanda,Bryant,Joe,Lilly,Bounce,1,7/25/2003,,,,,Delta,,,,,,,,,,,,,,,
2003,6034,,Delta,manned,"Pinnacle, 34 fathom",CSEO,7/25/2003,7/25/2003,,Gary,Greene,Chris,Ijames,Geology,1,7/25/2003,11:30:21,12:27:56,5  minute,,Delta,934,,,,,,,,,,,,,,
2003,6035,,Delta,manned,"Pinnacle, 34 fathom",CSEO,7/25/2003,7/25/2003,,Cleo,Brylinsky,Dave,Slater,Pinnacles,1,7/25/2003,13:04:29,14:35:31,5 minute,Photo dive,Delta,1351,,,,,,,,,,,,,,
2003,6036,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/25/2003,7/25/2003,,Joe,Bizzarro,Joe,Lilly,Pinnacles,1,7/25/2003,14:59:39,6:02:14,5 minute,Photo dive,Delta,1613,,,,,,,,,,,,,,
2003,6037,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/26/2003,7/26/2003,,Dick,Curran,Chris,Ijames,Pinnacles,1,7/26/2003,10:04:46,11:12:40,5 minute,Photo documentation of habitats,Delta,910,,,,,,,,,,,,,,
2003,6038,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/26/2003,7/26/2003,,Cleo,Brylinsky,Dave,Slater,Pinnacles,1,7/26/2003,11:41:38,12:31:16,5 minute,Photo dive,Delta,285,,,,,,,,,,,,,,
2003,6038,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/26/2003,7/26/2003,,Cleo,Brylinsky,Dave,Slater,Pinnacles,2,7/26/2003,12:33:25,13:25:38,5 minute,,Delta,251,,,,,,,,,,,,,,
2003,6038,,Delta,manned,"Pinnacle, 19 fathom",CSEO,7/26/2003,7/26/2003,,Cleo,Brylinsky,Dave,Slater,Pinnacles,3,7/26/2003,,,5 minute,,Delta,636,,,,,,,,,,,,,,
